source,target,conf,realConf
Fiscal year,fsclr,0.6471380471380472,1
Fiscal year,rgnstnsb-clss,0.3997936016511868,0
Fiscal year,fstcprcnt,0.033333333333333326,0
Fiscal year,sctrnm,0.43111111111111117,0
Fiscal year,sctrprcnt,0.033333333333333326,0
Fiscal year,thsss(mrkr),0.020000000000000004,0
Fiscal year,prgrmmngprcss(nw),0.386606334841629,0
Fiscal year,prjctnmbr,0.3176068376068376,0
Fiscal year,brnchnm,0.337995337995338,0
Fiscal year,sctnd,0.393939393939394,0
Fiscal year,rgnstnd,0.337995337995338,0
Fiscal year,mntspnt,0.033333333333333326,0
Fiscal year,rgnlprgrm(mrkr),0.020000000000000004,0
Fiscal year,rtcprcnt,0.033333333333333326,0
Fiscal year,cfl(mrkr),0.020000000000000004,0
Fiscal year,cntnntd,0.020000000000000004,0
Fiscal year,ndgnssss(mrkr),0.020000000000000004,0
Fiscal year,rgnstnnm,0.326984126984127,0
Fiscal year,gndrqlt(mrkr),0.020000000000000004,0
Fiscal year,dvsnd,0.29696969696969694,0
Fiscal year,chldrnsss(mrkr),0.020000000000000004,0
Fiscal year,fndcntrd,0.020000000000000004,0
Fiscal year,cntrrgnprcnt,0.033333333333333326,0
Fiscal year,ntdmnt(prjct-lvlbdgt),0.033333333333333326,0
Fiscal year,pbtp,0.2,0
Fiscal year,trddvlpmnt(mrkr),0.020000000000000004,0
Fiscal year,bdvrst(mrkr),0.020000000000000004,0
Fiscal year,rbnsss(mrkr),0.020000000000000004,0
Fiscal year,dsbltsss(mrkr),0.020000000000000004,0
Fiscal year,ctstlfrdvlpmnt(mrkr),0.020000000000000004,0
Fiscal year,knwldgfrdvlpmnt(mrkr),0.020000000000000004,0
Fiscal year,rgnstntp,0.326984126984127,0
Fiscal year,rgnstnclss,0.4380952380952381,0
Fiscal year,cntnntnm,0.2761904761904762,0
Fiscal year,prjctbrwsrcntrd,0.3296574770258981,0
Fiscal year,cntrrgnd,0.326984126984127,0
Fiscal year,cntrrgnnm,0.3176068376068376,0
Fiscal year,sctrd,0.020000000000000004,0
Organisation sub-class,fsclr,0.45994397759103645,0
Organisation sub-class,rgnstnsb-clss,0.6673939393939393,1
Organisation sub-class,fstcprcnt,0.033333333333333326,0
Organisation sub-class,sctrnm,0.44888888888888895,0
Organisation sub-class,sctrprcnt,0.033333333333333326,0
Organisation sub-class,thsss(mrkr),0.020000000000000004,0
Organisation sub-class,prgrmmngprcss(nw),0.4518787878787879,0
Organisation sub-class,prjctnmbr,0.382010582010582,0
Organisation sub-class,brnchnm,0.43508771929824563,0
Organisation sub-class,sctnd,0.46442577030812326,0
Organisation sub-class,rgnstnd,0.5701754385964912,0
Organisation sub-class,mntspnt,0.033333333333333326,0
Organisation sub-class,rgnlprgrm(mrkr),0.020000000000000004,0
Organisation sub-class,rtcprcnt,0.033333333333333326,0
Organisation sub-class,cfl(mrkr),0.020000000000000004,0
Organisation sub-class,cntnntd,0.020000000000000004,0
Organisation sub-class,ndgnssss(mrkr),0.020000000000000004,0
Organisation sub-class,rgnstnnm,0.5513725490196079,0
Organisation sub-class,gndrqlt(mrkr),0.020000000000000004,0
Organisation sub-class,dvsnd,0.3635854341736695,0
Organisation sub-class,chldrnsss(mrkr),0.020000000000000004,0
