source,target,conf,realConf
assay_id,ss_d,1.0,1
assay_id,td,0.0033333333333333335,0
assay_id,rltnshp_tp,0.0005333333333333334,0
assay_id,cnfdnc_scr,0.0005333333333333334,0
assay_id,crtd_b,0.0004,0
assay_id,src_d,0.00013333333333333334,0
assay_id,src_ss_d,0,0
assay_id,chmbl_d,1.0,0
assay_id,cll_d,0.0002666666666666667,0
assay_id,b_frmt,0.0010666666666666667,0
assay_id,tss_d,0.005333333333333333,0
assay_id,vrnt_d,0,0
doc_id,ss_d,0.23013333333333333,0
doc_id,td,0.014484356894553883,0
doc_id,rltnshp_tp,0.002317497103128621,0
doc_id,cnfdnc_scr,0.002317497103128621,0
doc_id,crtd_b,0.0017381228273464658,0
doc_id,src_d,0.0005793742757821553,0
doc_id,src_ss_d,0,0
doc_id,chmbl_d,0.23013333333333333,0
doc_id,cll_d,0.0011587485515643105,0
doc_id,b_frmt,0.004634994206257242,0
doc_id,tss_d,0.023174971031286212,0
doc_id,vrnt_d,0,0
description,ss_d,0.9137333333333333,0
description,td,0.0036480373559025243,0
description,rltnshp_tp,0.0005836859769444039,0
description,cnfdnc_scr,0.0005836859769444039,0
description,crtd_b,0.00043776448270830295,0
description,src_d,0.00014592149423610097,0
description,src_ss_d,0,0
description,chmbl_d,0.9137333333333333,0
description,cll_d,0.00029184298847220193,0
description,b_frmt,0.0011673719538888077,0
description,tss_d,0.0058368597694440395,0
description,vrnt_d,0,0
assay_type,ss_d,0.0005333333333333334,0
assay_type,td,0.16,0
assay_type,rltnshp_tp,1.0,0
assay_type,cnfdnc_scr,1.0,0
assay_type,crtd_b,0.75,0
assay_type,src_d,0.25,0
assay_type,src_ss_d,0,0
assay_type,chmbl_d,0.0005333333333333334,0
assay_type,cll_d,0.5,0
assay_type,b_frmt,0.5,0
assay_type,tss_d,0.1,0
assay_type,vrnt_d,0,0
assay_test_type,ss_d,0.0002666666666666667,0
assay_test_type,td,0.08,0
assay_test_type,rltnshp_tp,0.5,0
assay_test_type,cnfdnc_scr,0.5,0
assay_test_type,crtd_b,0.6666666666666666,0
assay_test_type,src_d,0.5,0
assay_test_type,src_ss_d,0,0
assay_test_type,chmbl_d,0.0002666666666666667,0
assay_test_type,cll_d,1.0,0
assay_test_type,b_frmt,0.25,0
assay_test_type,tss_d,0.05,0
assay_test_type,vrnt_d,0,0
assay_category,ss_d,0,0
assay_category,td,0,0
assay_category,rltnshp_tp,0,0
assay_category,cnfdnc_scr,0,0
assay_category,crtd_b,0,0
assay_category,src_d,0,0
assay_category,src_ss_d,0,0
assay_category,chmbl_d,0,0
assay_category,cll_d,0,0
assay_category,b_frmt,0,0
assay_category,tss_d,0,0
assay_category,vrnt_d,0,0
assay_organism,ss_d,0.008133333333333333,0
assay_organism,td,0.4098360655737705,0
assay_organism,rltnshp_tp,0.06557377049180328,0
assay_organism,cnfdnc_scr,0.06557377049180328,0
assay_organism,crtd_b,0.04918032786885246,0
assay_organism,src_d,0.01639344262295082,0
assay_organism,src_ss_d,0,0
assay_organism,chmbl_d,0.008133333333333333,0
assay_organism,cll_d,0.03278688524590164,0
assay_organism,b_frmt,0.13114754098360656,0
assay_organism,tss_d,0.6557377049180327,0
assay_organism,vrnt_d,0,0
assay_tax_id,ss_d,0.007333333333333333,0
assay_tax_id,td,0.45454545454545453,0
assay_tax_id,rltnshp_tp,0.07272727272727272,0
assay_tax_id,cnfdnc_scr,0.07272727272727272,0
assay_tax_id,crtd_b,0.05454545454545454,0
assay_tax_id,src_d,0.01818181818181818,0
assay_tax_id,src_ss_d,0,0
assay_tax_id,chmbl_d,0.007333333333333333,0
assay_tax_id,cll_d,0.03636363636363636,0
assay_tax_id,b_frmt,0.14545454545454545,0
assay_tax_id,tss_d,0.7272727272727273,0
assay_tax_id,vrnt_d,0,0
assay_strain,ss_d,0.00013333333333333334,0
assay_strain,td,0.04,0
assay_strain,rltnshp_tp,0.25,0
assay_strain,cnfdnc_scr,0.25,0
assay_strain,crtd_b,0.3333333333333333,0
assay_strain,src_d,1.0,0
assay_strain,src_ss_d,0,0
assay_strain,chmbl_d,0.00013333333333333334,0
assay_strain,cll_d,0.5,0
assay_strain,b_frmt,0.125,0
assay_strain,tss_d,0.025,0
assay_strain,vrnt_d,0,0
assay_tissue,ss_d,0.0038666666666666667,0
assay_tissue,td,0.8620689655172413,0
assay_tissue,rltnshp_tp,0.13793103448275862,0
assay_tissue,cnfdnc_scr,0.13793103448275862,0
assay_tissue,crtd_b,0.10344827586206896,0
assay_tissue,src_d,0.034482758620689655,0
assay_tissue,src_ss_d,0,0
assay_tissue,chmbl_d,0.0038666666666666667,0
assay_tissue,cll_d,0.06896551724137931,0
assay_tissue,b_frmt,0.27586206896551724,0
assay_tissue,tss_d,0.725,0
assay_tissue,vrnt_d,0,0
assay_cell_type,ss_d,0.011466666666666667,0
assay_cell_type,td,0.29069767441860467,0
assay_cell_type,rltnshp_tp,0.046511627906976744,0
assay_cell_type,cnfdnc_scr,0.046511627906976744,0
assay_cell_type,crtd_b,0.03488372093023256,0
assay_cell_type,src_d,0.011627906976744186,0
assay_cell_type,src_ss_d,0,0
assay_cell_type,chmbl_d,0.011466666666666667,0
assay_cell_type,cll_d,0.023255813953488372,0
assay_cell_type,b_frmt,0.09302325581395349,0
assay_cell_type,tss_d,0.46511627906976744,0
assay_cell_type,vrnt_d,0,0
assay_subcellular_fraction,ss_d,0.0005333333333333334,0
assay_subcellular_fraction,td,0.16,0
assay_subcellular_fraction,rltnshp_tp,1.0,0
assay_subcellular_fraction,cnfdnc_scr,1.0,0
assay_subcellular_fraction,crtd_b,0.75,0
assay_subcellular_fraction,src_d,0.25,0
assay_subcellular_fraction,src_ss_d,0,0
assay_subcellular_fraction,chmbl_d,0.0005333333333333334,0
assay_subcellular_fraction,cll_d,0.5,0
assay_subcellular_fraction,b_frmt,0.5,0
assay_subcellular_fraction,tss_d,0.1,0
assay_subcellular_fraction,vrnt_d,0,0
