source,target,des1,des2,label
Fiscal year,Fiscal year,The fiscal year during which the project was active.,The financial year in which the project was conducted.,1
Fiscal year,Gender equality (marker),The fiscal year during which the project was active.,A marker indicating the project's commitment to promoting gender equality.,0
Fiscal year,Sector ID,The fiscal year during which the project was active.,The unique code for the sector linked to the project.,0
Fiscal year,Regional program (marker),The fiscal year during which the project was active.,An indication of whether the project is part of a regional program.,0
Fiscal year,Project Browser country ID,The fiscal year during which the project was active.,The unique identifier for the country associated with the project.,0
Fiscal year,Project number,The fiscal year during which the project was active.,A distinct identifier assigned to each project for reference.,0
Fiscal year,Sector name,The fiscal year during which the project was active.,The name of the sector associated with the project,0
Fiscal year,Biodiversity (marker),The fiscal year during which the project was active.,A marker indicating the project's contribution to biodiversity.,0
Fiscal year,Organisation class,The fiscal year during which the project was active.,The class to which the organization belongs.,0
Fiscal year,Untied amount(Project-level budget),The fiscal year during which the project was active.,The non-restricted budget allocated to the project.,0
Fiscal year,Section name,The fiscal year during which the project was active.,The name designating the section overseeing the project.,0
Fiscal year,Maximum CIDA contribution (project-level),The fiscal year during which the project was active.,The highest financial support provided by CIDA for the specific project.,0
Fiscal year,Children issues (marker),The fiscal year during which the project was active.,A marker indicating the project's concern for children's issues.,0
Fiscal year,Enviromental sustainability (marker),The fiscal year during which the project was active.,A marker denoting the project's focus on environmental sustainability.,0
Fiscal year,ICT as a tool for development (marker),The fiscal year during which the project was active.,A marker signifying the project's use of Information and Communication Technology for development.,0
Fiscal year,Amount spent,The fiscal year during which the project was active.,The total expenditure incurred on the project.,0
Fiscal year,Section ID,The fiscal year during which the project was active.,A specific code assigned to the section managing the project.,0
Fiscal year,Sector percent,The fiscal year during which the project was active.,The percentage of the project linked to the sector.,0
Fiscal year,Branch ID,The fiscal year during which the project was active.,The code identifying the branch overseeing the project.,0
Fiscal year,Fund centre ID,The fiscal year during which the project was active.,The identification code for the fund center linked to the project.,0
Fiscal year,Fund centre name,The fiscal year during which the project was active.,The name corresponding to the fund center associated with the project.,0
Fiscal year,Status,The fiscal year during which the project was active.,The current state or phase of the project.,0
Fiscal year,IRTC percent,The fiscal year during which the project was active.,The percentage of the project budget assigned to the Information Resource and Technology Centre.,0
Fiscal year,Division ID,The fiscal year during which the project was active.,The unique code for the division in charge of the project.,0
Fiscal year,Youth issues (marker),The fiscal year during which the project was active.,A marker signifying the project's attention to youth-related matters.,0
Fiscal year,FSTC percent,The fiscal year during which the project was active.,The percentage of the project budget attributed to Field Support Technology and Communication.,0
Fiscal year,Knowledge for development (marker),The fiscal year during which the project was active.,A marker representing the project's contribution to knowledge for development.,0
Fiscal year,Trade development (marker),The fiscal year during which the project was active.,A marker denoting the project's involvement in trade development.,0
Fiscal year,CFLI (marker),The fiscal year during which the project was active.,A marker denoting the project's connection to the Canada Fund for Local Initiatives.,0
Fiscal year,Indigenous issues (marker),The fiscal year during which the project was active.,A marker denoting the project's involvement in indigenous issues.,0
Fiscal year,CountryRegion ID,The fiscal year during which the project was active.,The identification code for the country or region related to the project.,0
Fiscal year,Programming process (new),The fiscal year during which the project was active.,The current process employed for project programming.,0
Fiscal year,Participatory development and good governance,The fiscal year during which the project was active.,An indication of the project's emphasis on participatory development and good governance.,0
Fiscal year,Urban issues (marker),The fiscal year during which the project was active.,A marker representing the project's focus on urban issues.,0
Fiscal year,Continent name,The fiscal year during which the project was active.,The name of the continent linked to the project.,0
Fiscal year,Disability issues (marker),The fiscal year during which the project was active.,A marker indicating the project's focus on disability-related concerns.,0
Fiscal year,Organisation ID,The fiscal year during which the project was active.,The unique identifier for the organization associated with the project.,0
Fiscal year,Organisation name,The fiscal year during which the project was active.,The official name of the organization linked to the project.,0
Fiscal year,Organisation type,The fiscal year during which the project was active.,The type of organization involved in the project.,0
Fiscal year,Organisation sub-class,The fiscal year during which the project was active.,A more specific classification within the organization class.,0
Fiscal year,Continent ID,The fiscal year during which the project was active.,The unique code for the continent associated with the project.,0
Fiscal year,CountryRegion name,The fiscal year during which the project was active.,The name of the country or region connected to the project.,0
Fiscal year,CountryRegion percent,The fiscal year during which the project was active.,The percentage of the project associated with the country or region.,0
Gender equality (marker),Fiscal year,Indicates if the project addresses gender equality.,The financial year in which the project was conducted.,0
Gender equality (marker),Gender equality (marker),Indicates if the project addresses gender equality.,A marker indicating the project's commitment to promoting gender equality.,1
Gender equality (marker),Sector ID,Indicates if the project addresses gender equality.,The unique code for the sector linked to the project.,0
Gender equality (marker),Regional program (marker),Indicates if the project addresses gender equality.,An indication of whether the project is part of a regional program.,0
Gender equality (marker),Project Browser country ID,Indicates if the project addresses gender equality.,The unique identifier for the country associated with the project.,0
Gender equality (marker),Project number,Indicates if the project addresses gender equality.,A distinct identifier assigned to each project for reference.,0
Gender equality (marker),Sector name,Indicates if the project addresses gender equality.,The name of the sector associated with the project,0
Gender equality (marker),Biodiversity (marker),Indicates if the project addresses gender equality.,A marker indicating the project's contribution to biodiversity.,0
Gender equality (marker),Organisation class,Indicates if the project addresses gender equality.,The class to which the organization belongs.,0
Gender equality (marker),Untied amount(Project-level budget),Indicates if the project addresses gender equality.,The non-restricted budget allocated to the project.,0
Gender equality (marker),Section name,Indicates if the project addresses gender equality.,The name designating the section overseeing the project.,0
Gender equality (marker),Maximum CIDA contribution (project-level),Indicates if the project addresses gender equality.,The highest financial support provided by CIDA for the specific project.,0
Gender equality (marker),Children issues (marker),Indicates if the project addresses gender equality.,A marker indicating the project's concern for children's issues.,0
Gender equality (marker),Enviromental sustainability (marker),Indicates if the project addresses gender equality.,A marker denoting the project's focus on environmental sustainability.,0
Gender equality (marker),ICT as a tool for development (marker),Indicates if the project addresses gender equality.,A marker signifying the project's use of Information and Communication Technology for development.,0
Gender equality (marker),Amount spent,Indicates if the project addresses gender equality.,The total expenditure incurred on the project.,0
Gender equality (marker),Section ID,Indicates if the project addresses gender equality.,A specific code assigned to the section managing the project.,0
Gender equality (marker),Sector percent,Indicates if the project addresses gender equality.,The percentage of the project linked to the sector.,0
Gender equality (marker),Branch ID,Indicates if the project addresses gender equality.,The code identifying the branch overseeing the project.,0
Gender equality (marker),Fund centre ID,Indicates if the project addresses gender equality.,The identification code for the fund center linked to the project.,0
Gender equality (marker),Fund centre name,Indicates if the project addresses gender equality.,The name corresponding to the fund center associated with the project.,0
Gender equality (marker),Status,Indicates if the project addresses gender equality.,The current state or phase of the project.,0
Gender equality (marker),IRTC percent,Indicates if the project addresses gender equality.,The percentage of the project budget assigned to the Information Resource and Technology Centre.,0
Gender equality (marker),Division ID,Indicates if the project addresses gender equality.,The unique code for the division in charge of the project.,0
Gender equality (marker),Youth issues (marker),Indicates if the project addresses gender equality.,A marker signifying the project's attention to youth-related matters.,0
Gender equality (marker),FSTC percent,Indicates if the project addresses gender equality.,The percentage of the project budget attributed to Field Support Technology and Communication.,0
Gender equality (marker),Knowledge for development (marker),Indicates if the project addresses gender equality.,A marker representing the project's contribution to knowledge for development.,0
Gender equality (marker),Trade development (marker),Indicates if the project addresses gender equality.,A marker denoting the project's involvement in trade development.,0
Gender equality (marker),CFLI (marker),Indicates if the project addresses gender equality.,A marker denoting the project's connection to the Canada Fund for Local Initiatives.,0
Gender equality (marker),Indigenous issues (marker),Indicates if the project addresses gender equality.,A marker denoting the project's involvement in indigenous issues.,0
Gender equality (marker),CountryRegion ID,Indicates if the project addresses gender equality.,The identification code for the country or region related to the project.,0
Gender equality (marker),Programming process (new),Indicates if the project addresses gender equality.,The current process employed for project programming.,0
Gender equality (marker),Participatory development and good governance,Indicates if the project addresses gender equality.,An indication of the project's emphasis on participatory development and good governance.,0
Gender equality (marker),Urban issues (marker),Indicates if the project addresses gender equality.,A marker representing the project's focus on urban issues.,0
Gender equality (marker),Continent name,Indicates if the project addresses gender equality.,The name of the continent linked to the project.,0
Gender equality (marker),Disability issues (marker),Indicates if the project addresses gender equality.,A marker indicating the project's focus on disability-related concerns.,0
Gender equality (marker),Organisation ID,Indicates if the project addresses gender equality.,The unique identifier for the organization associated with the project.,0
Gender equality (marker),Organisation name,Indicates if the project addresses gender equality.,The official name of the organization linked to the project.,0
Gender equality (marker),Organisation type,Indicates if the project addresses gender equality.,The type of organization involved in the project.,0
Gender equality (marker),Organisation sub-class,Indicates if the project addresses gender equality.,A more specific classification within the organization class.,0
Gender equality (marker),Continent ID,Indicates if the project addresses gender equality.,The unique code for the continent associated with the project.,0
Gender equality (marker),CountryRegion name,Indicates if the project addresses gender equality.,The name of the country or region connected to the project.,0
Gender equality (marker),CountryRegion percent,Indicates if the project addresses gender equality.,The percentage of the project associated with the country or region.,0
Sector ID,Fiscal year,Identification code for the sector associated with the project.,The financial year in which the project was conducted.,0
Sector ID,Gender equality (marker),Identification code for the sector associated with the project.,A marker indicating the project's commitment to promoting gender equality.,0
Sector ID,Sector ID,Identification code for the sector associated with the project.,The unique code for the sector linked to the project.,1
Sector ID,Regional program (marker),Identification code for the sector associated with the project.,An indication of whether the project is part of a regional program.,0
Sector ID,Project Browser country ID,Identification code for the sector associated with the project.,The unique identifier for the country associated with the project.,0
Sector ID,Project number,Identification code for the sector associated with the project.,A distinct identifier assigned to each project for reference.,0
Sector ID,Sector name,Identification code for the sector associated with the project.,The name of the sector associated with the project,0
Sector ID,Biodiversity (marker),Identification code for the sector associated with the project.,A marker indicating the project's contribution to biodiversity.,0
Sector ID,Organisation class,Identification code for the sector associated with the project.,The class to which the organization belongs.,0
Sector ID,Untied amount(Project-level budget),Identification code for the sector associated with the project.,The non-restricted budget allocated to the project.,0
Sector ID,Section name,Identification code for the sector associated with the project.,The name designating the section overseeing the project.,0
Sector ID,Maximum CIDA contribution (project-level),Identification code for the sector associated with the project.,The highest financial support provided by CIDA for the specific project.,0
Sector ID,Children issues (marker),Identification code for the sector associated with the project.,A marker indicating the project's concern for children's issues.,0
Sector ID,Enviromental sustainability (marker),Identification code for the sector associated with the project.,A marker denoting the project's focus on environmental sustainability.,0
Sector ID,ICT as a tool for development (marker),Identification code for the sector associated with the project.,A marker signifying the project's use of Information and Communication Technology for development.,0
Sector ID,Amount spent,Identification code for the sector associated with the project.,The total expenditure incurred on the project.,0
Sector ID,Section ID,Identification code for the sector associated with the project.,A specific code assigned to the section managing the project.,0
Sector ID,Sector percent,Identification code for the sector associated with the project.,The percentage of the project linked to the sector.,0
