source,target,des1,des2,label
Fiscal year,miller2_FiYe,The fiscal year during which the project was active.,The financial year in which the project was conducted.,1
Fiscal year,miller2_ProNum,The fiscal year during which the project was active.,A distinct identifier assigned to each project for reference.,0
Fiscal year,miller2_Sta,The fiscal year during which the project was active.,The current state or phase of the project.,0
Fiscal year,miller2_MaCIDAContri,The fiscal year during which the project was active.,The highest financial support provided by CIDA for the specific project.,0
Fiscal year,miller2_BraID,The fiscal year during which the project was active.,The code identifying the branch overseeing the project.,0
Fiscal year,miller2_BrN,The fiscal year during which the project was active.,The title of the branch responsible for project management.,0
Fiscal year,miller2_DiviID,The fiscal year during which the project was active.,The unique code for the division in charge of the project.,0
Fiscal year,miller2_DiN,The fiscal year during which the project was active.,The official name of the division handling the project.,0
Fiscal year,miller2_SeID,The fiscal year during which the project was active.,A specific code assigned to the section managing the project.,0
Fiscal year,miller2_SecNa,The fiscal year during which the project was active.,The name designating the section overseeing the project.,0
Fiscal year,miller2_RePr,The fiscal year during which the project was active.,An indication of whether the project is part of a regional program.,0
Fiscal year,miller2_FCeID,The fiscal year during which the project was active.,The identification code for the fund center linked to the project.,0
Fiscal year,miller2_FuCenN,The fiscal year during which the project was active.,The name corresponding to the fund center associated with the project.,0
Fiscal year,miller2_UntAmoProBud,The fiscal year during which the project was active.,The non-restricted budget allocated to the project.,0
Fiscal year,miller2_FSTCPer,The fiscal year during which the project was active.,The percentage of the project budget attributed to Field Support Technology and Communication.,0
Fiscal year,miller2_IRTCPerc,The fiscal year during which the project was active.,The percentage of the project budget assigned to the Information Resource and Technology Centre.,0
Fiscal year,miller2_CFLI,The fiscal year during which the project was active.,A marker denoting the project's connection to the Canada Fund for Local Initiatives.,0
Fiscal year,miller2_CIDABusiDelMod,The fiscal year during which the project was active.,The previous model utilized by CIDA for project delivery.,0
Fiscal year,miller2_ProgPr,The fiscal year during which the project was active.,The current process employed for project programming.,0
Fiscal year,miller2_BilaAMa,The fiscal year during which the project was active.,An indication of whether the project involves bilateral aid.,0
Fiscal year,miller2_PBAT,The fiscal year during which the project was active.,The type of Project-Based Agreement governing the project.,0
Fiscal year,miller2_EnvSustai,The fiscal year during which the project was active.,A marker denoting the project's focus on environmental sustainability.,0
Fiscal year,miller2_ClChAdap,The fiscal year during which the project was active.,A marker indicating the project's involvement in climate change adaptation.,0
Fiscal year,miller2_CliChaMit,The fiscal year during which the project was active.,A marker signifying the project's contribution to climate change mitigation.,0
Fiscal year,miller2_Desert,The fiscal year during which the project was active.,A marker representing the project's efforts in addressing desertification.,0
Fiscal year,miller2_ParticDeveAnGoGove,The fiscal year during which the project was active.,An indication of the project's emphasis on participatory development and good governance.,0
Fiscal year,miller2_TrDevel,The fiscal year during which the project was active.,A marker denoting the project's involvement in trade development.,0
Fiscal year,miller2_Biod,The fiscal year during which the project was active.,A marker indicating the project's contribution to biodiversity.,0
Fiscal year,miller2_UrbIss,The fiscal year during which the project was active.,A marker representing the project's focus on urban issues.,0
Fiscal year,miller2_ChilIss,The fiscal year during which the project was active.,A marker indicating the project's concern for children's issues.,0
Fiscal year,miller2_YouIs,The fiscal year during which the project was active.,A marker signifying the project's attention to youth-related matters.,0
Fiscal year,miller2_IndiIs,The fiscal year during which the project was active.,A marker denoting the project's involvement in indigenous issues.,0
Fiscal year,miller2_DisIs,The fiscal year during which the project was active.,A marker indicating the project's focus on disability-related concerns.,0
Fiscal year,miller2_ICTAAToFoDeve,The fiscal year during which the project was active.,A marker signifying the project's use of Information and Communication Technology for development.,0
Fiscal year,miller2_KnowlFDev,The fiscal year during which the project was active.,A marker representing the project's contribution to knowledge for development.,0
Fiscal year,miller2_GenEqu,The fiscal year during which the project was active.,A marker indicating the project's commitment to promoting gender equality.,0
Fiscal year,miller2_OrganID,The fiscal year during which the project was active.,The unique identifier for the organization associated with the project.,0
Fiscal year,miller2_OrganNa,The fiscal year during which the project was active.,The official name of the organization linked to the project.,0
Fiscal year,miller2_OrgTy,The fiscal year during which the project was active.,The type of organization involved in the project.,0
Fiscal year,miller2_OrganiCla,The fiscal year during which the project was active.,The class to which the organization belongs.,0
Fiscal year,miller2_OrganS,The fiscal year during which the project was active.,A more specific classification within the organization class.,0
Fiscal year,miller2_ContID,The fiscal year during which the project was active.,The unique code for the continent associated with the project.,0
Fiscal year,miller2_ContN,The fiscal year during which the project was active.,The name of the continent linked to the project.,0
Fiscal year,miller2_ProBrowCoID,The fiscal year during which the project was active.,The unique identifier for the country associated with the project.,0
Fiscal year,miller2_CouReID,The fiscal year during which the project was active.,The identification code for the country or region related to the project.,0
Fiscal year,miller2_CouRegNa,The fiscal year during which the project was active.,The name of the country or region connected to the project.,0
Fiscal year,miller2_CounRePer,The fiscal year during which the project was active.,The percentage of the project associated with the country or region.,0
Fiscal year,miller2_SecID,The fiscal year during which the project was active.,A specific code assigned to the section managing the project.,0
