source,target,des1,des2,label
AgencyID,prospect_gncd,A unique identifier for each individual or record in the dataset.,A distinct identification code assigned to each record within the dataset facilitating unique reference and differentiation,1
AgencyID,prospect_pstlcd,A unique identifier for each individual or record in the dataset.,A series of letters numbers or both appended to a postal address to assist in sorting and delivering mail.,0
AgencyID,prospect_nmbrchldrn,A unique identifier for each individual or record in the dataset.,The total number of biological or adopted children associated with the individual.,0
AgencyID,prospect_ddrssln2,A unique identifier for each individual or record in the dataset.,Additional details regarding the residence such as apartment number or suite if applicable.,0
AgencyID,prospect_ddrssln1,A unique identifier for each individual or record in the dataset.,The principal residence or mailing address of an individual serving as the primary contact location.,0
AgencyID,prospect_gndr,A unique identifier for each individual or record in the dataset.,Denotes the biological or societal classification of an individual as male female or another gender category.,0
AgencyID,prospect_nmbrcrdtcrds,A unique identifier for each individual or record in the dataset.,The total count of credit cards associated with the individual.,0
AgencyID,prospect_ct,A unique identifier for each individual or record in the dataset.,The urban or town area in which the individual resides.,0
AgencyID,prospect_ntwrth,A unique identifier for each individual or record in the dataset.,The financial value representing the individual's net worth calculated by subtracting liabilities from total assets.,0
AgencyID,prospect_mddlntl,A unique identifier for each individual or record in the dataset.,The single-letter abbreviation representing the middle name or initial of an individual.,0
AgencyID,prospect_mplr,A unique identifier for each individual or record in the dataset.,The organizational entity by which the individual is employed.,0
AgencyID,prospect_crdtrtng,A unique identifier for each individual or record in the dataset.,A numerical representation of the individual's creditworthiness indicating their ability to manage financial obligations.,0
AgencyID,prospect_phn,A unique identifier for each individual or record in the dataset.,The designated telephone number through which the individual can be reached.,0
AgencyID,prospect_lstnm,A unique identifier for each individual or record in the dataset.,The family name associated with an individual typically indicating generational lineage.,0
AgencyID,prospect_nmbrcrs,A unique identifier for each individual or record in the dataset.,The quantity of automobiles owned by the individual.,0
AgencyID,prospect_ncm,A unique identifier for each individual or record in the dataset.,The total financial remuneration received by the individual typically on an annual basis.,0
AgencyID,prospect_mrtlstts,A unique identifier for each individual or record in the dataset.,The current legal or social relationship status of the individual,0
AgencyID,prospect_g,A unique identifier for each individual or record in the dataset.,The chronological age of the individual measured in years.,0
AgencyID,prospect_wnrrntflg,A unique identifier for each individual or record in the dataset.,A binary indicator specifying whether the individual owns or rents their primary residence.,0
PostalCode,prospect_gncd,The postal code of the individual's address.,A distinct identification code assigned to each record within the dataset facilitating unique reference and differentiation,0
PostalCode,prospect_pstlcd,The postal code of the individual's address.,A series of letters numbers or both appended to a postal address to assist in sorting and delivering mail.,1
PostalCode,prospect_nmbrchldrn,The postal code of the individual's address.,The total number of biological or adopted children associated with the individual.,0
PostalCode,prospect_ddrssln2,The postal code of the individual's address.,Additional details regarding the residence such as apartment number or suite if applicable.,0
PostalCode,prospect_ddrssln1,The postal code of the individual's address.,The principal residence or mailing address of an individual serving as the primary contact location.,0
PostalCode,prospect_gndr,The postal code of the individual's address.,Denotes the biological or societal classification of an individual as male female or another gender category.,0
PostalCode,prospect_nmbrcrdtcrds,The postal code of the individual's address.,The total count of credit cards associated with the individual.,0
PostalCode,prospect_ct,The postal code of the individual's address.,The urban or town area in which the individual resides.,0
PostalCode,prospect_ntwrth,The postal code of the individual's address.,The financial value representing the individual's net worth calculated by subtracting liabilities from total assets.,0
PostalCode,prospect_mddlntl,The postal code of the individual's address.,The single-letter abbreviation representing the middle name or initial of an individual.,0
PostalCode,prospect_mplr,The postal code of the individual's address.,The organizational entity by which the individual is employed.,0
PostalCode,prospect_crdtrtng,The postal code of the individual's address.,A numerical representation of the individual's creditworthiness indicating their ability to manage financial obligations.,0
PostalCode,prospect_phn,The postal code of the individual's address.,The designated telephone number through which the individual can be reached.,0
PostalCode,prospect_lstnm,The postal code of the individual's address.,The family name associated with an individual typically indicating generational lineage.,0
PostalCode,prospect_nmbrcrs,The postal code of the individual's address.,The quantity of automobiles owned by the individual.,0
PostalCode,prospect_ncm,The postal code of the individual's address.,The total financial remuneration received by the individual typically on an annual basis.,0
PostalCode,prospect_mrtlstts,The postal code of the individual's address.,The current legal or social relationship status of the individual,0
PostalCode,prospect_g,The postal code of the individual's address.,The chronological age of the individual measured in years.,0
PostalCode,prospect_wnrrntflg,The postal code of the individual's address.,A binary indicator specifying whether the individual owns or rents their primary residence.,0
NumberChildren,prospect_gncd,The number of children the individual has.,A distinct identification code assigned to each record within the dataset facilitating unique reference and differentiation,0
NumberChildren,prospect_pstlcd,The number of children the individual has.,A series of letters numbers or both appended to a postal address to assist in sorting and delivering mail.,0
NumberChildren,prospect_nmbrchldrn,The number of children the individual has.,The total number of biological or adopted children associated with the individual.,1
NumberChildren,prospect_ddrssln2,The number of children the individual has.,Additional details regarding the residence such as apartment number or suite if applicable.,0
NumberChildren,prospect_ddrssln1,The number of children the individual has.,The principal residence or mailing address of an individual serving as the primary contact location.,0
NumberChildren,prospect_gndr,The number of children the individual has.,Denotes the biological or societal classification of an individual as male female or another gender category.,0
NumberChildren,prospect_nmbrcrdtcrds,The number of children the individual has.,The total count of credit cards associated with the individual.,0
NumberChildren,prospect_ct,The number of children the individual has.,The urban or town area in which the individual resides.,0
NumberChildren,prospect_ntwrth,The number of children the individual has.,The financial value representing the individual's net worth calculated by subtracting liabilities from total assets.,0
NumberChildren,prospect_mddlntl,The number of children the individual has.,The single-letter abbreviation representing the middle name or initial of an individual.,0
NumberChildren,prospect_mplr,The number of children the individual has.,The organizational entity by which the individual is employed.,0
NumberChildren,prospect_crdtrtng,The number of children the individual has.,A numerical representation of the individual's creditworthiness indicating their ability to manage financial obligations.,0
NumberChildren,prospect_phn,The number of children the individual has.,The designated telephone number through which the individual can be reached.,0
NumberChildren,prospect_lstnm,The number of children the individual has.,The family name associated with an individual typically indicating generational lineage.,0
NumberChildren,prospect_nmbrcrs,The number of children the individual has.,The quantity of automobiles owned by the individual.,0
NumberChildren,prospect_ncm,The number of children the individual has.,The total financial remuneration received by the individual typically on an annual basis.,0
NumberChildren,prospect_mrtlstts,The number of children the individual has.,The current legal or social relationship status of the individual,0
NumberChildren,prospect_g,The number of children the individual has.,The chronological age of the individual measured in years.,0
NumberChildren,prospect_wnrrntflg,The number of children the individual has.,A binary indicator specifying whether the individual owns or rents their primary residence.,0
AddressLine2,prospect_gncd,Additional address information such as apartment number or suite.,A distinct identification code assigned to each record within the dataset facilitating unique reference and differentiation,0
AddressLine2,prospect_pstlcd,Additional address information such as apartment number or suite.,A series of letters numbers or both appended to a postal address to assist in sorting and delivering mail.,0
AddressLine2,prospect_nmbrchldrn,Additional address information such as apartment number or suite.,The total number of biological or adopted children associated with the individual.,0
AddressLine2,prospect_ddrssln2,Additional address information such as apartment number or suite.,Additional details regarding the residence such as apartment number or suite if applicable.,1
AddressLine2,prospect_ddrssln1,Additional address information such as apartment number or suite.,The principal residence or mailing address of an individual serving as the primary contact location.,0
AddressLine2,prospect_gndr,Additional address information such as apartment number or suite.,Denotes the biological or societal classification of an individual as male female or another gender category.,0
AddressLine2,prospect_nmbrcrdtcrds,Additional address information such as apartment number or suite.,The total count of credit cards associated with the individual.,0
AddressLine2,prospect_ct,Additional address information such as apartment number or suite.,The urban or town area in which the individual resides.,0
