source,target,des1,des2,label
Fiscal year,miller2_FiYe,The fiscal year during which the project was active.,The financial year in which the project was conducted.,1
Fiscal year,miller2_OrgCl,The fiscal year during which the project was active.,The class to which the organization belongs.,0
Fiscal year,miller2_OrganT,The fiscal year during which the project was active.,The type of organization involved in the project.,0
Fiscal year,miller2_TrDev,The fiscal year during which the project was active.,A marker denoting the project's involvement in trade development.,0
Fiscal year,miller2_Biodiv,The fiscal year during which the project was active.,A marker indicating the project's contribution to biodiversity.,0
Fiscal year,miller2_ContiID,The fiscal year during which the project was active.,The unique code for the continent associated with the project.,0
Fiscal year,miller2_FCeID,The fiscal year during which the project was active.,The identification code for the fund center linked to the project.,0
Fiscal year,miller2_OrgaSu,The fiscal year during which the project was active.,A more specific classification within the organization class.,0
Fiscal year,miller2_KnowFoDev,The fiscal year during which the project was active.,A marker representing the project's contribution to knowledge for development.,0
Fiscal year,miller2_BilaAiMar,The fiscal year during which the project was active.,An indication of whether the project involves bilateral aid.,0
Fiscal year,miller2_IndIss,The fiscal year during which the project was active.,A marker denoting the project's involvement in indigenous issues.,0
Fiscal year,miller2_AmoSp,The fiscal year during which the project was active.,The total expenditure incurred on the project.,0
Fiscal year,miller2_ICTAATFDev,The fiscal year during which the project was active.,A marker signifying the project's use of Information and Communication Technology for development.,0
Fiscal year,miller2_SeN,The fiscal year during which the project was active.,The name designating the section overseeing the project.,0
Fiscal year,miller2_ContiNa,The fiscal year during which the project was active.,The name of the continent linked to the project.,0
Fiscal year,miller2_OrgID,The fiscal year during which the project was active.,The unique identifier for the organization associated with the project.,0
Fiscal year,miller2_ClimChaMiti,The fiscal year during which the project was active.,A marker signifying the project's contribution to climate change mitigation.,0
Fiscal year,miller2_ChiIss,The fiscal year during which the project was active.,A marker indicating the project's concern for children's issues.,0
Fiscal year,miller2_CoRePe,The fiscal year during which the project was active.,The percentage of the project associated with the country or region.,0
Fiscal year,miller2_SecPer,The fiscal year during which the project was active.,The percentage of the project linked to the sector.,0
Fiscal year,miller2_MaxCIDAContr,The fiscal year during which the project was active.,The highest financial support provided by CIDA for the specific project.,0
Fiscal year,miller2_IRTCPe,The fiscal year during which the project was active.,The percentage of the project budget assigned to the Information Resource and Technology Centre.,0
Fiscal year,miller2_CliChAdap,The fiscal year during which the project was active.,A marker indicating the project's involvement in climate change adaptation.,0
Fiscal year,miller2_CouReNa,The fiscal year during which the project was active.,The name of the country or region connected to the project.,0
Fiscal year,miller2_UrIs,The fiscal year during which the project was active.,A marker representing the project's focus on urban issues.,0
Fiscal year,miller2_ProPr,The fiscal year during which the project was active.,The current process employed for project programming.,0
Fiscal year,miller2_PBATy,The fiscal year during which the project was active.,The type of Project-Based Agreement governing the project.,0
Fiscal year,miller2_EnviSustain,The fiscal year during which the project was active.,A marker denoting the project's focus on environmental sustainability.,0
Fiscal year,miller2_Dese,The fiscal year during which the project was active.,A marker representing the project's efforts in addressing desertification.,0
Fiscal year,miller2_PartDeveAGoGove,The fiscal year during which the project was active.,An indication of the project's emphasis on participatory development and good governance.,0
Fiscal year,miller2_YoIs,The fiscal year during which the project was active.,A marker signifying the project's attention to youth-related matters.,0
Fiscal year,miller2_DisIss,The fiscal year during which the project was active.,A marker indicating the project's focus on disability-related concerns.,0
Fiscal year,miller2_GenEqu,The fiscal year during which the project was active.,A marker indicating the project's commitment to promoting gender equality.,0
Fiscal year,miller2_OrganiN,The fiscal year during which the project was active.,The official name of the organization linked to the project.,0
Fiscal year,miller2_PrBroCoID,The fiscal year during which the project was active.,The unique identifier for the country associated with the project.,0
Fiscal year,miller2_CounRegID,The fiscal year during which the project was active.,The identification code for the country or region related to the project.,0
Fiscal year,miller2_SecID,The fiscal year during which the project was active.,A specific code assigned to the section managing the project.,0
Fiscal year,miller2_SecN,The fiscal year during which the project was active.,The name designating the section overseeing the project.,0
Organisation class,miller2_FiYe,Class of the organization.,The financial year in which the project was conducted.,0
Organisation class,miller2_OrgCl,Class of the organization.,The class to which the organization belongs.,1
Organisation class,miller2_OrganT,Class of the organization.,The type of organization involved in the project.,0
Organisation class,miller2_TrDev,Class of the organization.,A marker denoting the project's involvement in trade development.,0
Organisation class,miller2_Biodiv,Class of the organization.,A marker indicating the project's contribution to biodiversity.,0
Organisation class,miller2_ContiID,Class of the organization.,The unique code for the continent associated with the project.,0
Organisation class,miller2_FCeID,Class of the organization.,The identification code for the fund center linked to the project.,0
Organisation class,miller2_OrgaSu,Class of the organization.,A more specific classification within the organization class.,0
Organisation class,miller2_KnowFoDev,Class of the organization.,A marker representing the project's contribution to knowledge for development.,0
Organisation class,miller2_BilaAiMar,Class of the organization.,An indication of whether the project involves bilateral aid.,0
Organisation class,miller2_IndIss,Class of the organization.,A marker denoting the project's involvement in indigenous issues.,0
Organisation class,miller2_AmoSp,Class of the organization.,The total expenditure incurred on the project.,0
Organisation class,miller2_ICTAATFDev,Class of the organization.,A marker signifying the project's use of Information and Communication Technology for development.,0
Organisation class,miller2_SeN,Class of the organization.,The name designating the section overseeing the project.,0
Organisation class,miller2_ContiNa,Class of the organization.,The name of the continent linked to the project.,0
Organisation class,miller2_OrgID,Class of the organization.,The unique identifier for the organization associated with the project.,0
Organisation class,miller2_ClimChaMiti,Class of the organization.,A marker signifying the project's contribution to climate change mitigation.,0
Organisation class,miller2_ChiIss,Class of the organization.,A marker indicating the project's concern for children's issues.,0
Organisation class,miller2_CoRePe,Class of the organization.,The percentage of the project associated with the country or region.,0
Organisation class,miller2_SecPer,Class of the organization.,The percentage of the project linked to the sector.,0
Organisation class,miller2_MaxCIDAContr,Class of the organization.,The highest financial support provided by CIDA for the specific project.,0
Organisation class,miller2_IRTCPe,Class of the organization.,The percentage of the project budget assigned to the Information Resource and Technology Centre.,0
Organisation class,miller2_CliChAdap,Class of the organization.,A marker indicating the project's involvement in climate change adaptation.,0
Organisation class,miller2_CouReNa,Class of the organization.,The name of the country or region connected to the project.,0
Organisation class,miller2_UrIs,Class of the organization.,A marker representing the project's focus on urban issues.,0
Organisation class,miller2_ProPr,Class of the organization.,The current process employed for project programming.,0
Organisation class,miller2_PBATy,Class of the organization.,The type of Project-Based Agreement governing the project.,0
Organisation class,miller2_EnviSustain,Class of the organization.,A marker denoting the project's focus on environmental sustainability.,0
Organisation class,miller2_Dese,Class of the organization.,A marker representing the project's efforts in addressing desertification.,0
Organisation class,miller2_PartDeveAGoGove,Class of the organization.,An indication of the project's emphasis on participatory development and good governance.,0
Organisation class,miller2_YoIs,Class of the organization.,A marker signifying the project's attention to youth-related matters.,0
Organisation class,miller2_DisIss,Class of the organization.,A marker indicating the project's focus on disability-related concerns.,0
Organisation class,miller2_GenEqu,Class of the organization.,A marker indicating the project's commitment to promoting gender equality.,0
Organisation class,miller2_OrganiN,Class of the organization.,The official name of the organization linked to the project.,0
Organisation class,miller2_PrBroCoID,Class of the organization.,The unique identifier for the country associated with the project.,0
Organisation class,miller2_CounRegID,Class of the organization.,The identification code for the country or region related to the project.,0
Organisation class,miller2_SecID,Class of the organization.,A specific code assigned to the section managing the project.,0
Organisation class,miller2_SecN,Class of the organization.,The name designating the section overseeing the project.,0
Organisation type,miller2_FiYe,Type of the organization.,The financial year in which the project was conducted.,0
Organisation type,miller2_OrgCl,Type of the organization.,The class to which the organization belongs.,0
Organisation type,miller2_OrganT,Type of the organization.,The type of organization involved in the project.,1
Organisation type,miller2_TrDev,Type of the organization.,A marker denoting the project's involvement in trade development.,0
Organisation type,miller2_Biodiv,Type of the organization.,A marker indicating the project's contribution to biodiversity.,0
Organisation type,miller2_ContiID,Type of the organization.,The unique code for the continent associated with the project.,0
Organisation type,miller2_FCeID,Type of the organization.,The identification code for the fund center linked to the project.,0
Organisation type,miller2_OrgaSu,Type of the organization.,A more specific classification within the organization class.,0
Organisation type,miller2_KnowFoDev,Type of the organization.,A marker representing the project's contribution to knowledge for development.,0
Organisation type,miller2_BilaAiMar,Type of the organization.,An indication of whether the project involves bilateral aid.,0
Organisation type,miller2_IndIss,Type of the organization.,A marker denoting the project's involvement in indigenous issues.,0
Organisation type,miller2_AmoSp,Type of the organization.,The total expenditure incurred on the project.,0
Organisation type,miller2_ICTAATFDev,Type of the organization.,A marker signifying the project's use of Information and Communication Technology for development.,0
Organisation type,miller2_SeN,Type of the organization.,The name designating the section overseeing the project.,0
Organisation type,miller2_ContiNa,Type of the organization.,The name of the continent linked to the project.,0
Organisation type,miller2_OrgID,Type of the organization.,The unique identifier for the organization associated with the project.,0
Organisation type,miller2_ClimChaMiti,Type of the organization.,A marker signifying the project's contribution to climate change mitigation.,0
Organisation type,miller2_ChiIss,Type of the organization.,A marker indicating the project's concern for children's issues.,0
Organisation type,miller2_CoRePe,Type of the organization.,The percentage of the project associated with the country or region.,0
Organisation type,miller2_SecPer,Type of the organization.,The percentage of the project linked to the sector.,0
Organisation type,miller2_MaxCIDAContr,Type of the organization.,The highest financial support provided by CIDA for the specific project.,0
Organisation type,miller2_IRTCPe,Type of the organization.,The percentage of the project budget assigned to the Information Resource and Technology Centre.,0
Organisation type,miller2_CliChAdap,Type of the organization.,A marker indicating the project's involvement in climate change adaptation.,0
Organisation type,miller2_CouReNa,Type of the organization.,The name of the country or region connected to the project.,0
Organisation type,miller2_UrIs,Type of the organization.,A marker representing the project's focus on urban issues.,0
Organisation type,miller2_ProPr,Type of the organization.,The current process employed for project programming.,0
Organisation type,miller2_PBATy,Type of the organization.,The type of Project-Based Agreement governing the project.,0
Organisation type,miller2_EnviSustain,Type of the organization.,A marker denoting the project's focus on environmental sustainability.,0
Organisation type,miller2_Dese,Type of the organization.,A marker representing the project's efforts in addressing desertification.,0
Organisation type,miller2_PartDeveAGoGove,Type of the organization.,An indication of the project's emphasis on participatory development and good governance.,0
Organisation type,miller2_YoIs,Type of the organization.,A marker signifying the project's attention to youth-related matters.,0
Organisation type,miller2_DisIss,Type of the organization.,A marker indicating the project's focus on disability-related concerns.,0
Organisation type,miller2_GenEqu,Type of the organization.,A marker indicating the project's commitment to promoting gender equality.,0
Organisation type,miller2_OrganiN,Type of the organization.,The official name of the organization linked to the project.,0
Organisation type,miller2_PrBroCoID,Type of the organization.,The unique identifier for the country associated with the project.,0
Organisation type,miller2_CounRegID,Type of the organization.,The identification code for the country or region related to the project.,0
Organisation type,miller2_SecID,Type of the organization.,A specific code assigned to the section managing the project.,0
Organisation type,miller2_SecN,Type of the organization.,The name designating the section overseeing the project.,0
Trade development (marker),miller2_FiYe,Indicates if the project addresses trade development.,The financial year in which the project was conducted.,0
Trade development (marker),miller2_OrgCl,Indicates if the project addresses trade development.,The class to which the organization belongs.,0
Trade development (marker),miller2_OrganT,Indicates if the project addresses trade development.,The type of organization involved in the project.,0
Trade development (marker),miller2_TrDev,Indicates if the project addresses trade development.,A marker denoting the project's involvement in trade development.,1
Trade development (marker),miller2_Biodiv,Indicates if the project addresses trade development.,A marker indicating the project's contribution to biodiversity.,0
Trade development (marker),miller2_ContiID,Indicates if the project addresses trade development.,The unique code for the continent associated with the project.,0
Trade development (marker),miller2_FCeID,Indicates if the project addresses trade development.,The identification code for the fund center linked to the project.,0
Trade development (marker),miller2_OrgaSu,Indicates if the project addresses trade development.,A more specific classification within the organization class.,0
Trade development (marker),miller2_KnowFoDev,Indicates if the project addresses trade development.,A marker representing the project's contribution to knowledge for development.,0
Trade development (marker),miller2_BilaAiMar,Indicates if the project addresses trade development.,An indication of whether the project involves bilateral aid.,0
Trade development (marker),miller2_IndIss,Indicates if the project addresses trade development.,A marker denoting the project's involvement in indigenous issues.,0
Trade development (marker),miller2_AmoSp,Indicates if the project addresses trade development.,The total expenditure incurred on the project.,0
Trade development (marker),miller2_ICTAATFDev,Indicates if the project addresses trade development.,A marker signifying the project's use of Information and Communication Technology for development.,0
Trade development (marker),miller2_SeN,Indicates if the project addresses trade development.,The name designating the section overseeing the project.,0
Trade development (marker),miller2_ContiNa,Indicates if the project addresses trade development.,The name of the continent linked to the project.,0
Trade development (marker),miller2_OrgID,Indicates if the project addresses trade development.,The unique identifier for the organization associated with the project.,0
Trade development (marker),miller2_ClimChaMiti,Indicates if the project addresses trade development.,A marker signifying the project's contribution to climate change mitigation.,0
Trade development (marker),miller2_ChiIss,Indicates if the project addresses trade development.,A marker indicating the project's concern for children's issues.,0
Trade development (marker),miller2_CoRePe,Indicates if the project addresses trade development.,The percentage of the project associated with the country or region.,0
Trade development (marker),miller2_SecPer,Indicates if the project addresses trade development.,The percentage of the project linked to the sector.,0
Trade development (marker),miller2_MaxCIDAContr,Indicates if the project addresses trade development.,The highest financial support provided by CIDA for the specific project.,0
Trade development (marker),miller2_IRTCPe,Indicates if the project addresses trade development.,The percentage of the project budget assigned to the Information Resource and Technology Centre.,0
Trade development (marker),miller2_CliChAdap,Indicates if the project addresses trade development.,A marker indicating the project's involvement in climate change adaptation.,0
Trade development (marker),miller2_CouReNa,Indicates if the project addresses trade development.,The name of the country or region connected to the project.,0
Trade development (marker),miller2_UrIs,Indicates if the project addresses trade development.,A marker representing the project's focus on urban issues.,0
Trade development (marker),miller2_ProPr,Indicates if the project addresses trade development.,The current process employed for project programming.,0
Trade development (marker),miller2_PBATy,Indicates if the project addresses trade development.,The type of Project-Based Agreement governing the project.,0
Trade development (marker),miller2_EnviSustain,Indicates if the project addresses trade development.,A marker denoting the project's focus on environmental sustainability.,0
Trade development (marker),miller2_Dese,Indicates if the project addresses trade development.,A marker representing the project's efforts in addressing desertification.,0
Trade development (marker),miller2_PartDeveAGoGove,Indicates if the project addresses trade development.,An indication of the project's emphasis on participatory development and good governance.,0
Trade development (marker),miller2_YoIs,Indicates if the project addresses trade development.,A marker signifying the project's attention to youth-related matters.,0
Trade development (marker),miller2_DisIss,Indicates if the project addresses trade development.,A marker indicating the project's focus on disability-related concerns.,0
Trade development (marker),miller2_GenEqu,Indicates if the project addresses trade development.,A marker indicating the project's commitment to promoting gender equality.,0
Trade development (marker),miller2_OrganiN,Indicates if the project addresses trade development.,The official name of the organization linked to the project.,0
Trade development (marker),miller2_PrBroCoID,Indicates if the project addresses trade development.,The unique identifier for the country associated with the project.,0
Trade development (marker),miller2_CounRegID,Indicates if the project addresses trade development.,The identification code for the country or region related to the project.,0
Trade development (marker),miller2_SecID,Indicates if the project addresses trade development.,A specific code assigned to the section managing the project.,0
Trade development (marker),miller2_SecN,Indicates if the project addresses trade development.,The name designating the section overseeing the project.,0
Biodiversity (marker),miller2_FiYe,Indicates if the project addresses biodiversity.,The financial year in which the project was conducted.,0
Biodiversity (marker),miller2_OrgCl,Indicates if the project addresses biodiversity.,The class to which the organization belongs.,0
Biodiversity (marker),miller2_OrganT,Indicates if the project addresses biodiversity.,The type of organization involved in the project.,0
Biodiversity (marker),miller2_TrDev,Indicates if the project addresses biodiversity.,A marker denoting the project's involvement in trade development.,0
Biodiversity (marker),miller2_Biodiv,Indicates if the project addresses biodiversity.,A marker indicating the project's contribution to biodiversity.,1
Biodiversity (marker),miller2_ContiID,Indicates if the project addresses biodiversity.,The unique code for the continent associated with the project.,0
Biodiversity (marker),miller2_FCeID,Indicates if the project addresses biodiversity.,The identification code for the fund center linked to the project.,0
Biodiversity (marker),miller2_OrgaSu,Indicates if the project addresses biodiversity.,A more specific classification within the organization class.,0
Biodiversity (marker),miller2_KnowFoDev,Indicates if the project addresses biodiversity.,A marker representing the project's contribution to knowledge for development.,0
Biodiversity (marker),miller2_BilaAiMar,Indicates if the project addresses biodiversity.,An indication of whether the project involves bilateral aid.,0
