source,target,des1,des2,label
Fiscal year,miller2_fsclr,The fiscal year during which the project was active.,The financial year in which the project was conducted.,1
Fiscal year,miller2_prjctnmbr,The fiscal year during which the project was active.,A distinct identifier assigned to each project for reference.,0
Fiscal year,miller2_stts,The fiscal year during which the project was active.,The current state or phase of the project.,0
Fiscal year,miller2_mxmmcdcntrbtn(prjct-lvl),The fiscal year during which the project was active.,The highest financial support provided by CIDA for the specific project.,0
Fiscal year,miller2_brnchd,The fiscal year during which the project was active.,The code identifying the branch overseeing the project.,0
Fiscal year,miller2_brnchnm,The fiscal year during which the project was active.,The title of the branch responsible for project management.,0
Fiscal year,miller2_dvsnd,The fiscal year during which the project was active.,The unique code for the division in charge of the project.,0
Fiscal year,miller2_dvsnnm,The fiscal year during which the project was active.,The official name of the division handling the project.,0
Fiscal year,miller2_sctnd,The fiscal year during which the project was active.,A specific code assigned to the section managing the project.,0
Fiscal year,miller2_sctnnm,The fiscal year during which the project was active.,The name designating the section overseeing the project.,0
Fiscal year,miller2_rgnlprgrm(mrkr),The fiscal year during which the project was active.,An indication of whether the project is part of a regional program.,0
Fiscal year,miller2_fndcntrd,The fiscal year during which the project was active.,The identification code for the fund center linked to the project.,0
Fiscal year,miller2_fndcntrnm,The fiscal year during which the project was active.,The name corresponding to the fund center associated with the project.,0
Fiscal year,miller2_ntdmnt(prjct-lvlbdgt),The fiscal year during which the project was active.,The non-restricted budget allocated to the project.,0
Fiscal year,miller2_fstcprcnt,The fiscal year during which the project was active.,The percentage of the project budget attributed to Field Support Technology and Communication.,0
Fiscal year,miller2_rtcprcnt,The fiscal year during which the project was active.,The percentage of the project budget assigned to the Information Resource and Technology Centre.,0
Fiscal year,miller2_cfl(mrkr),The fiscal year during which the project was active.,A marker denoting the project's connection to the Canada Fund for Local Initiatives.,0
Fiscal year,miller2_cdbsnssdlvrmdl(ld),The fiscal year during which the project was active.,The previous model utilized by CIDA for project delivery.,0
Fiscal year,miller2_prgrmmngprcss(nw),The fiscal year during which the project was active.,The current process employed for project programming.,0
Fiscal year,miller2_bltrld(ntrntnlmrkr),The fiscal year during which the project was active.,An indication of whether the project involves bilateral aid.,0
Fiscal year,miller2_pbtp,The fiscal year during which the project was active.,The type of Project-Based Agreement governing the project.,0
Fiscal year,miller2_nvrmntlsstnblt(mrkr),The fiscal year during which the project was active.,A marker denoting the project's focus on environmental sustainability.,0
