source,target,des1,des2,label
AgencyID,AgeID,A unique identifier for each individual or record in the dataset.,A distinct identification code assigned to each record within the dataset facilitating unique reference and differentiation,1
AgencyID,LaN,A unique identifier for each individual or record in the dataset.,The family name associated with an individual typically indicating generational lineage.,0
AgencyID,FiN,A unique identifier for each individual or record in the dataset.,The initial forename assigned to an individual at birth or registration.,0
AgencyID,MiInit,A unique identifier for each individual or record in the dataset.,The single-letter abbreviation representing the middle name or initial of an individual.,0
AgencyID,Gen,A unique identifier for each individual or record in the dataset.,Denotes the biological or societal classification of an individual as male female or another gender category.,0
AgencyID,AddrLi1,A unique identifier for each individual or record in the dataset.,The principal residence or mailing address of an individual serving as the primary contact location.,0
AgencyID,AdL2,A unique identifier for each individual or record in the dataset.,Additional details regarding the residence such as apartment number or suite if applicable.,0
AgencyID,PoCo,A unique identifier for each individual or record in the dataset.,A series of letters numbers or both appended to a postal address to assist in sorting and delivering mail.,0
AgencyID,C,A unique identifier for each individual or record in the dataset.,The urban or town area in which the individual resides.,0
AgencyID,Sta,A unique identifier for each individual or record in the dataset.,The current state or phase of the project.,0
AgencyID,Co,A unique identifier for each individual or record in the dataset.,The sovereign nation in which the individual maintains their primary residence.,0
AgencyID,Ph,A unique identifier for each individual or record in the dataset.,The designated telephone number through which the individual can be reached.,0
AgencyID,Inc,A unique identifier for each individual or record in the dataset.,The total financial remuneration received by the individual typically on an annual basis.,0
AgencyID,NumC,A unique identifier for each individual or record in the dataset.,The quantity of automobiles owned by the individual.,0
AgencyID,NumCh,A unique identifier for each individual or record in the dataset.,The total number of biological or adopted children associated with the individual.,0
AgencyID,MarSta,A unique identifier for each individual or record in the dataset.,The current legal or social relationship status of the individual,0
AgencyID,A,A unique identifier for each individual or record in the dataset.,The chronological age of the individual measured in years.,0
AgencyID,CreRat,A unique identifier for each individual or record in the dataset.,A numerical representation of the individual's creditworthiness indicating their ability to manage financial obligations.,0
AgencyID,OORFl,A unique identifier for each individual or record in the dataset.,A binary indicator specifying whether the individual owns or rents their primary residence.,0
AgencyID,Empl,A unique identifier for each individual or record in the dataset.,The organizational entity by which the individual is employed.,0
AgencyID,NumCreCa,A unique identifier for each individual or record in the dataset.,The total count of credit cards associated with the individual.,0
AgencyID,NWor,A unique identifier for each individual or record in the dataset.,The financial value representing the individual's net worth calculated by subtracting liabilities from total assets.,0
LastName,AgeID,The last name of the individual indicating their family name.,A distinct identification code assigned to each record within the dataset facilitating unique reference and differentiation,0
LastName,LaN,The last name of the individual indicating their family name.,The family name associated with an individual typically indicating generational lineage.,1
LastName,FiN,The last name of the individual indicating their family name.,The initial forename assigned to an individual at birth or registration.,0
LastName,MiInit,The last name of the individual indicating their family name.,The single-letter abbreviation representing the middle name or initial of an individual.,0
LastName,Gen,The last name of the individual indicating their family name.,Denotes the biological or societal classification of an individual as male female or another gender category.,0
LastName,AddrLi1,The last name of the individual indicating their family name.,The principal residence or mailing address of an individual serving as the primary contact location.,0
LastName,AdL2,The last name of the individual indicating their family name.,Additional details regarding the residence such as apartment number or suite if applicable.,0
LastName,PoCo,The last name of the individual indicating their family name.,A series of letters numbers or both appended to a postal address to assist in sorting and delivering mail.,0
LastName,C,The last name of the individual indicating their family name.,The urban or town area in which the individual resides.,0
LastName,Sta,The last name of the individual indicating their family name.,The current state or phase of the project.,0
LastName,Co,The last name of the individual indicating their family name.,The sovereign nation in which the individual maintains their primary residence.,0
LastName,Ph,The last name of the individual indicating their family name.,The designated telephone number through which the individual can be reached.,0
LastName,Inc,The last name of the individual indicating their family name.,The total financial remuneration received by the individual typically on an annual basis.,0
LastName,NumC,The last name of the individual indicating their family name.,The quantity of automobiles owned by the individual.,0
