source,target,des1,des2,label
Fiscal year,fsclr,The fiscal year during which the project was active.,The financial year in which the project was conducted.,1
Fiscal year,trddvlpmnt(mrkr),The fiscal year during which the project was active.,A marker denoting the project's involvement in trade development.,0
Fiscal year,bdvrst(mrkr),The fiscal year during which the project was active.,A marker indicating the project's contribution to biodiversity.,0
Fiscal year,rbnsss(mrkr),The fiscal year during which the project was active.,A marker representing the project's focus on urban issues.,0
Fiscal year,chldrnsss(mrkr),The fiscal year during which the project was active.,A marker indicating the project's concern for children's issues.,0
Fiscal year,thsss(mrkr),The fiscal year during which the project was active.,A marker signifying the project's attention to youth-related matters.,0
Fiscal year,ndgnssss(mrkr),The fiscal year during which the project was active.,A marker denoting the project's involvement in indigenous issues.,0
Fiscal year,dsbltsss(mrkr),The fiscal year during which the project was active.,A marker indicating the project's focus on disability-related concerns.,0
Fiscal year,ctstlfrdvlpmnt(mrkr),The fiscal year during which the project was active.,A marker signifying the project's use of Information and Communication Technology for development.,0
Fiscal year,knwldgfrdvlpmnt(mrkr),The fiscal year during which the project was active.,A marker representing the project's contribution to knowledge for development.,0
Fiscal year,gndrqlt(mrkr),The fiscal year during which the project was active.,A marker indicating the project's commitment to promoting gender equality.,0
Fiscal year,rgnstnd,The fiscal year during which the project was active.,The unique identifier for the organization associated with the project.,0
Fiscal year,rgnstnnm,The fiscal year during which the project was active.,The official name of the organization linked to the project.,0
Fiscal year,rgnstntp,The fiscal year during which the project was active.,The type of organization involved in the project.,0
Fiscal year,rgnstnclss,The fiscal year during which the project was active.,The class to which the organization belongs.,0
Fiscal year,rgnstnsb-clss,The fiscal year during which the project was active.,A more specific classification within the organization class.,0
Fiscal year,cntnntd,The fiscal year during which the project was active.,The unique code for the continent associated with the project.,0
Fiscal year,cntnntnm,The fiscal year during which the project was active.,The name of the continent linked to the project.,0
Fiscal year,prjctbrwsrcntrd,The fiscal year during which the project was active.,The unique identifier for the country associated with the project.,0
Fiscal year,cntrrgnd,The fiscal year during which the project was active.,The identification code for the country or region related to the project.,0
Fiscal year,cntrrgnnm,The fiscal year during which the project was active.,The name of the country or region connected to the project.,0
Fiscal year,cntrrgnprcnt,The fiscal year during which the project was active.,The percentage of the project associated with the country or region.,0
Fiscal year,sctrd,The fiscal year during which the project was active.,The unique code for the sector linked to the project.,0
Fiscal year,sctrnm,The fiscal year during which the project was active.,The name of the sector associated with the project,0
Fiscal year,sctrprcnt,The fiscal year during which the project was active.,The percentage of the project linked to the sector.,0
Fiscal year,mntspnt,The fiscal year during which the project was active.,The total expenditure incurred on the project.,0
Project number,fsclr,A unique identifier for each project.,The financial year in which the project was conducted.,0
Project number,trddvlpmnt(mrkr),A unique identifier for each project.,A marker denoting the project's involvement in trade development.,0
Project number,bdvrst(mrkr),A unique identifier for each project.,A marker indicating the project's contribution to biodiversity.,0
Project number,rbnsss(mrkr),A unique identifier for each project.,A marker representing the project's focus on urban issues.,0
Project number,chldrnsss(mrkr),A unique identifier for each project.,A marker indicating the project's concern for children's issues.,0
Project number,thsss(mrkr),A unique identifier for each project.,A marker signifying the project's attention to youth-related matters.,0
Project number,ndgnssss(mrkr),A unique identifier for each project.,A marker denoting the project's involvement in indigenous issues.,0
Project number,dsbltsss(mrkr),A unique identifier for each project.,A marker indicating the project's focus on disability-related concerns.,0
Project number,ctstlfrdvlpmnt(mrkr),A unique identifier for each project.,A marker signifying the project's use of Information and Communication Technology for development.,0
Project number,knwldgfrdvlpmnt(mrkr),A unique identifier for each project.,A marker representing the project's contribution to knowledge for development.,0
Project number,gndrqlt(mrkr),A unique identifier for each project.,A marker indicating the project's commitment to promoting gender equality.,0
Project number,rgnstnd,A unique identifier for each project.,The unique identifier for the organization associated with the project.,0
Project number,rgnstnnm,A unique identifier for each project.,The official name of the organization linked to the project.,0
Project number,rgnstntp,A unique identifier for each project.,The type of organization involved in the project.,0
Project number,rgnstnclss,A unique identifier for each project.,The class to which the organization belongs.,0
Project number,rgnstnsb-clss,A unique identifier for each project.,A more specific classification within the organization class.,0
Project number,cntnntd,A unique identifier for each project.,The unique code for the continent associated with the project.,0
Project number,cntnntnm,A unique identifier for each project.,The name of the continent linked to the project.,0
Project number,prjctbrwsrcntrd,A unique identifier for each project.,The unique identifier for the country associated with the project.,0
Project number,cntrrgnd,A unique identifier for each project.,The identification code for the country or region related to the project.,0
Project number,cntrrgnnm,A unique identifier for each project.,The name of the country or region connected to the project.,0
Project number,cntrrgnprcnt,A unique identifier for each project.,The percentage of the project associated with the country or region.,0
Project number,sctrd,A unique identifier for each project.,The unique code for the sector linked to the project.,0
Project number,sctrnm,A unique identifier for each project.,The name of the sector associated with the project,0
Project number,sctrprcnt,A unique identifier for each project.,The percentage of the project linked to the sector.,0
Project number,mntspnt,A unique identifier for each project.,The total expenditure incurred on the project.,0
Status,fsclr,Indicates the current status of the project,The financial year in which the project was conducted.,0
Status,trddvlpmnt(mrkr),Indicates the current status of the project,A marker denoting the project's involvement in trade development.,0
Status,bdvrst(mrkr),Indicates the current status of the project,A marker indicating the project's contribution to biodiversity.,0
Status,rbnsss(mrkr),Indicates the current status of the project,A marker representing the project's focus on urban issues.,0
Status,chldrnsss(mrkr),Indicates the current status of the project,A marker indicating the project's concern for children's issues.,0
Status,thsss(mrkr),Indicates the current status of the project,A marker signifying the project's attention to youth-related matters.,0
Status,ndgnssss(mrkr),Indicates the current status of the project,A marker denoting the project's involvement in indigenous issues.,0
Status,dsbltsss(mrkr),Indicates the current status of the project,A marker indicating the project's focus on disability-related concerns.,0
Status,ctstlfrdvlpmnt(mrkr),Indicates the current status of the project,A marker signifying the project's use of Information and Communication Technology for development.,0
Status,knwldgfrdvlpmnt(mrkr),Indicates the current status of the project,A marker representing the project's contribution to knowledge for development.,0
Status,gndrqlt(mrkr),Indicates the current status of the project,A marker indicating the project's commitment to promoting gender equality.,0
Status,rgnstnd,Indicates the current status of the project,The unique identifier for the organization associated with the project.,0
Status,rgnstnnm,Indicates the current status of the project,The official name of the organization linked to the project.,0
Status,rgnstntp,Indicates the current status of the project,The type of organization involved in the project.,0
Status,rgnstnclss,Indicates the current status of the project,The class to which the organization belongs.,0
Status,rgnstnsb-clss,Indicates the current status of the project,A more specific classification within the organization class.,0
Status,cntnntd,Indicates the current status of the project,The unique code for the continent associated with the project.,0
Status,cntnntnm,Indicates the current status of the project,The name of the continent linked to the project.,0
Status,prjctbrwsrcntrd,Indicates the current status of the project,The unique identifier for the country associated with the project.,0
Status,cntrrgnd,Indicates the current status of the project,The identification code for the country or region related to the project.,0
Status,cntrrgnnm,Indicates the current status of the project,The name of the country or region connected to the project.,0
Status,cntrrgnprcnt,Indicates the current status of the project,The percentage of the project associated with the country or region.,0
Status,sctrd,Indicates the current status of the project,The unique code for the sector linked to the project.,0
Status,sctrnm,Indicates the current status of the project,The name of the sector associated with the project,0
Status,sctrprcnt,Indicates the current status of the project,The percentage of the project linked to the sector.,0
Status,mntspnt,Indicates the current status of the project,The total expenditure incurred on the project.,0
Maximum CIDA contribution (project-level),fsclr,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The financial year in which the project was conducted.,0
Maximum CIDA contribution (project-level),trddvlpmnt(mrkr),The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,A marker denoting the project's involvement in trade development.,0
Maximum CIDA contribution (project-level),bdvrst(mrkr),The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,A marker indicating the project's contribution to biodiversity.,0
Maximum CIDA contribution (project-level),rbnsss(mrkr),The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,A marker representing the project's focus on urban issues.,0
Maximum CIDA contribution (project-level),chldrnsss(mrkr),The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,A marker indicating the project's concern for children's issues.,0
Maximum CIDA contribution (project-level),thsss(mrkr),The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,A marker signifying the project's attention to youth-related matters.,0
Maximum CIDA contribution (project-level),ndgnssss(mrkr),The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,A marker denoting the project's involvement in indigenous issues.,0
Maximum CIDA contribution (project-level),dsbltsss(mrkr),The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,A marker indicating the project's focus on disability-related concerns.,0
Maximum CIDA contribution (project-level),ctstlfrdvlpmnt(mrkr),The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,A marker signifying the project's use of Information and Communication Technology for development.,0
Maximum CIDA contribution (project-level),knwldgfrdvlpmnt(mrkr),The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,A marker representing the project's contribution to knowledge for development.,0
Maximum CIDA contribution (project-level),gndrqlt(mrkr),The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,A marker indicating the project's commitment to promoting gender equality.,0
Maximum CIDA contribution (project-level),rgnstnd,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The unique identifier for the organization associated with the project.,0
Maximum CIDA contribution (project-level),rgnstnnm,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The official name of the organization linked to the project.,0
Maximum CIDA contribution (project-level),rgnstntp,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The type of organization involved in the project.,0
Maximum CIDA contribution (project-level),rgnstnclss,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The class to which the organization belongs.,0
Maximum CIDA contribution (project-level),rgnstnsb-clss,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,A more specific classification within the organization class.,0
Maximum CIDA contribution (project-level),cntnntd,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The unique code for the continent associated with the project.,0
Maximum CIDA contribution (project-level),cntnntnm,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The name of the continent linked to the project.,0
Maximum CIDA contribution (project-level),prjctbrwsrcntrd,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The unique identifier for the country associated with the project.,0
Maximum CIDA contribution (project-level),cntrrgnd,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The identification code for the country or region related to the project.,0
Maximum CIDA contribution (project-level),cntrrgnnm,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The name of the country or region connected to the project.,0
Maximum CIDA contribution (project-level),cntrrgnprcnt,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The percentage of the project associated with the country or region.,0
Maximum CIDA contribution (project-level),sctrd,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The unique code for the sector linked to the project.,0
Maximum CIDA contribution (project-level),sctrnm,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The name of the sector associated with the project,0
Maximum CIDA contribution (project-level),sctrprcnt,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The percentage of the project linked to the sector.,0
Maximum CIDA contribution (project-level),mntspnt,The maximum financial contribution from CIDA (Canadian International Development Agency) for the project.,The total expenditure incurred on the project.,0
Branch ID,fsclr,Identification code for the branch responsible for the project.,The financial year in which the project was conducted.,0
