source,target,des1,des2,label
Fiscal year,Fiscal year,The fiscal year during which the project was active.,The financial year in which the project was conducted.,1
Fiscal year,Continent ID,The fiscal year during which the project was active.,The unique code for the continent associated with the project.,0
Fiscal year,Division ID,The fiscal year during which the project was active.,The unique code for the division in charge of the project.,0
Fiscal year,Disability issues (marker),The fiscal year during which the project was active.,A marker indicating the project's focus on disability-related concerns.,0
Fiscal year,Youth issues (marker),The fiscal year during which the project was active.,A marker signifying the project's attention to youth-related matters.,0
Fiscal year,Branch ID,The fiscal year during which the project was active.,The code identifying the branch overseeing the project.,0
Fiscal year,Gender equality (marker),The fiscal year during which the project was active.,A marker indicating the project's commitment to promoting gender equality.,0
Fiscal year,Project Browser country ID,The fiscal year during which the project was active.,The unique identifier for the country associated with the project.,0
Fiscal year,Organisation class,The fiscal year during which the project was active.,The class to which the organization belongs.,0
Fiscal year,Continent name,The fiscal year during which the project was active.,The name of the continent linked to the project.,0
Fiscal year,CountryRegion percent,The fiscal year during which the project was active.,The percentage of the project associated with the country or region.,0
Fiscal year,Division name,The fiscal year during which the project was active.,The official name of the division handling the project.,0
Fiscal year,Status,The fiscal year during which the project was active.,The current state or phase of the project.,0
Fiscal year,Participatory development and good governance,The fiscal year during which the project was active.,An indication of the project's emphasis on participatory development and good governance.,0
Fiscal year,CFLI (marker),The fiscal year during which the project was active.,A marker denoting the project's connection to the Canada Fund for Local Initiatives.,0
Fiscal year,Organisation type,The fiscal year during which the project was active.,The type of organization involved in the project.,0
Fiscal year,CountryRegion name,The fiscal year during which the project was active.,The name of the country or region connected to the project.,0
Fiscal year,Amount spent,The fiscal year during which the project was active.,The total expenditure incurred on the project.,0
Fiscal year,Bilateral aid (international marker),The fiscal year during which the project was active.,An indication of whether the project involves bilateral aid.,0
Fiscal year,Project number,The fiscal year during which the project was active.,A distinct identifier assigned to each project for reference.,0
Fiscal year,ICT as a tool for development (marker),The fiscal year during which the project was active.,A marker signifying the project's use of Information and Communication Technology for development.,0
Fiscal year,Biodiversity (marker),The fiscal year during which the project was active.,A marker indicating the project's contribution to biodiversity.,0
Fiscal year,Indigenous issues (marker),The fiscal year during which the project was active.,A marker denoting the project's involvement in indigenous issues.,0
Fiscal year,Section ID,The fiscal year during which the project was active.,A specific code assigned to the section managing the project.,0
Fiscal year,Regional program (marker),The fiscal year during which the project was active.,An indication of whether the project is part of a regional program.,0
Fiscal year,Climate change mitigation (marker),The fiscal year during which the project was active.,A marker signifying the project's contribution to climate change mitigation.,0
Fiscal year,Desertification (marker),The fiscal year during which the project was active.,A marker representing the project's efforts in addressing desertification.,0
Fiscal year,Trade development (marker),The fiscal year during which the project was active.,A marker denoting the project's involvement in trade development.,0
Fiscal year,Urban issues (marker),The fiscal year during which the project was active.,A marker representing the project's focus on urban issues.,0
Fiscal year,Children issues (marker),The fiscal year during which the project was active.,A marker indicating the project's concern for children's issues.,0
Fiscal year,Knowledge for development (marker),The fiscal year during which the project was active.,A marker representing the project's contribution to knowledge for development.,0
Fiscal year,Organisation ID,The fiscal year during which the project was active.,The unique identifier for the organization associated with the project.,0
Fiscal year,Organisation name,The fiscal year during which the project was active.,The official name of the organization linked to the project.,0
Fiscal year,Organisation sub-class,The fiscal year during which the project was active.,A more specific classification within the organization class.,0
Fiscal year,CountryRegion ID,The fiscal year during which the project was active.,The identification code for the country or region related to the project.,0
Fiscal year,Sector ID,The fiscal year during which the project was active.,The unique code for the sector linked to the project.,0
Fiscal year,Sector name,The fiscal year during which the project was active.,The name of the sector associated with the project,0
Fiscal year,Sector percent,The fiscal year during which the project was active.,The percentage of the project linked to the sector.,0
