sourceName,targName,ComaInstResult,ComaInstAdjusted,ComaOptResult,ComaOptAdjusted,CupidResult,CupidAdjusted,DistributionBasedResult,DistributionBasedAdjusted,JaccardLevenMatcherResult,JaccardLevenMatcherAdjusted,SimilarityFloodingResult,SimilarityFloodingAdjusted,SmatResult,groundtruth
assay_id,ASI,0.0,0.0,0.0,0.0,0.5733333333333333,1.0,0.0,0.0,1.0,0.0,0.0430322426718291,0.0,1,1
assay_id,DI,0.0,0.0,0.0,0.0,0.4666666666666667,1.0,0.0,0.0,0.1409333333333333,0.0,0.0430322426718291,0.0,0,0
assay_id,Descr,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.936,0.0,0.0538805060265288,0.0,0,0
assay_id,ASSTY,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0005333333333333,0.0,0.0424395279581993,0.0,0,0
assay_id,ASTTY,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0004,0.0,0.0424395279581993,0.0,0,0
assay_id,ASSCA,0.3132823,0.0,0.39160287,0.0,0.0399999999999999,1.0,0.0,0.0,0.0,0.0,0.0426037952897175,0.0,0,0
assay_id,ASSORG,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.004,0.0,0.0424395279581993,0.0,0,0
assay_id,ASTAI,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.004,0.0,0.0426385373052106,0.0,0,0
assay_id,ASSTR,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0001333333333333,0.0,0.0424395279581993,0.0,0,0
assay_id,ASSTIS,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0054666666666666,0.0,0.0424395279581993,0.0,0,0
assay_id,ASCETY,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0002666666666666,0.0,0.0424395279581993,0.0,0,0
assay_id,ASSSUBCEFRAC,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0001333333333333,0.0,0.0424395279581993,0.0,0,0
assay_id,Ti,0.0,0.0,0.0,0.0,0.5428571428571429,1.0,0.0,0.0,0.0033333333333333,0.0,0.0579055141606574,0.0,0,0
assay_id,RELATT,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0005333333333333,0.0,0.0424395279581993,0.0,0,0
assay_id,CONFSCO,0.0,0.0,0.0,0.0,0.2888888888888888,1.0,0.0,0.0,0.0005333333333333,0.0,0.0430322426718291,0.0,0,0
assay_id,CURAB,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0004,0.0,0.0424395279581993,0.0,0,0
assay_id,SRI,0.0,0.0,0.0,0.0,0.48,1.0,0.0,0.0,0.0001333333333333,0.0,0.0430322426718291,0.0,0,0
assay_id,SASSI,0.0,0.0,0.0,0.0,0.0399999999999999,1.0,0.0,0.0,0.0,0.0,0.0426037952897175,0.0,0,0
assay_id,CHI,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,1.0,0.0,0.0424395279581993,0.0,0,0
assay_id,CEI,0.0,0.0,0.0,0.0,0.05,1.0,0.908238872482272,0.0,0.0002666666666666,0.0,0.0426385373052106,0.0,0,0
assay_id,BFO,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0010666666666666,0.0,0.0424395279581993,0.0,0,0
assay_id,TII,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.0053333333333333,0.0,0.0426385373052106,0.0,0,0
assay_id,VARI,0.0,0.0,0.0,0.0,0.0399999999999999,1.0,0.0,0.0,0.0,0.0,0.0426037952897175,0.0,0,0
doc_id,ASI,0.0,0.0,0.0,0.0,0.4133333333333333,1.0,0.9278896798786982,1.0,0.2301333333333333,0.0,0.0430322426718291,0.0,0,0
doc_id,DI,0.0,0.0,0.0,0.0,0.5733333333333333,1.0,0.8941238898533369,1.0,0.6123986095017381,0.0,0.0430322426718291,0.0,1,1
doc_id,Descr,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.2458689458689458,0.0,0.0559606838571341,0.0,0,0
doc_id,ASSTY,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0023174971031286,0.0,0.0424395279581993,0.0,0,0
doc_id,ASTTY,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0017381228273464,0.0,0.0424395279581993,0.0,0,0
doc_id,ASSCA,0.0,0.0,0.0,0.0,0.0399999999999999,1.0,0.0,0.0,0.0,0.0,0.0426037952897175,0.0,0,0
doc_id,ASSORG,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0173812282734646,0.0,0.0424395279581993,0.0,0,0
doc_id,ASTAI,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,0.0173812282734646,0.0,0.0426385373052106,0.0,0,0
doc_id,ASSTR,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0005793742757821,0.0,0.0424395279581993,0.0,0,0
doc_id,ASSTIS,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0237543453070683,0.0,0.0424395279581993,0.0,0,0
doc_id,ASCETY,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0011587485515643,0.0,0.0424395279581993,0.0,0,0
doc_id,ASSSUBCEFRAC,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0005793742757821,0.0,0.0424395279581993,0.0,0,0
doc_id,Ti,0.0,0.0,0.0,0.0,0.5544513457556937,1.0,0.0,0.0,0.0144843568945538,0.0,0.0616238320328645,0.0,0,0
doc_id,RELATT,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0023174971031286,0.0,0.0424395279581993,0.0,0,0
