sourceName,targName,ComaInstResult,ComaInstAdjusted,ComaOptResult,ComaOptAdjusted,CupidResult,CupidAdjusted,DistributionBasedResult,DistributionBasedAdjusted,JaccardLevenMatcherResult,JaccardLevenMatcherAdjusted,SimilarityFloodingResult,SimilarityFloodingAdjusted,SmatResult,groundtruth
AgencyID,prospect_gncd,0.12973106,0.0,0.15450642,0.0,0.6728205128205129,1.0,0.0,0.0,1.0,0.0,0.0764939467663949,0.0,0,1
AgencyID,prospect_ct,0.0,0.0,0.0,0.0,0.8061538461538462,1.0,0.0,0.0,0.0363102389534107,0.0,0.0700709263575334,0.0,0,0
AgencyID,prospect_ddrssln2,0.0,0.0,0.0,0.0,0.5928205128205128,1.0,0.0,0.0,0.9499399279134962,0.0,0.0657546566427784,0.0,0,0
AgencyID,prospect_crdtrtng,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0735549325857695,0.0,0.0652262588945077,0.0,0,0
AgencyID,prospect_wnrrntflg,0.0,0.0,0.0,0.0,0.5794871794871794,1.0,0.0,0.0,0.000400480576692,0.0,0.0652289571262377,0.0,0,0
AgencyID,prospect_ncm,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.9411293552262716,0.0,0.0771859228958079,0.0,0,0
AgencyID,prospect_frstnm,0.0,0.0,0.0,0.0,0.5861538461538461,1.0,0.0,0.0,1.0,0.0,0.0669431946801747,0.0,0,0
AgencyID,prospect_nmbrchldrn,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.000800961153384,0.0,0.0705416651173078,0.0,0,0
AgencyID,prospect_ntwrth,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.9425977840074756,0.0,0.066414796931904,0.0,0,0
AgencyID,prospect_mddlntl,0.0,0.0,0.0,0.0,0.5972649572649573,1.0,0.0,0.0,0.0069416633293285,0.0,0.0663241644523641,0.0,0,0
AgencyID,prospect_mplr,0.0,0.0,0.0,0.0,0.5528205128205128,1.0,0.0,0.0,0.1333600320384461,0.0,0.0683581209151703,0.0,0,0
AgencyID,prospect_cntr,0.0,0.0,0.0,0.0,0.5928205128205128,1.0,0.0,0.0,0.000266987051128,0.0,0.0683581209151703,0.0,0,0
AgencyID,prospect_phn,0.0,0.0,0.0,0.0,0.5972649572649573,1.0,0.0,0.0,0.9495394473368042,0.0,0.0691717035002928,0.0,0,0
AgencyID,prospect_nmbrcrs,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.000800961153384,0.0,0.072914614323915,0.0,0,0
AgencyID,prospect_mrtlstts,0.0,0.0,0.0,0.0,0.5528205128205128,1.0,0.0,0.0,0.00066746762782,0.0,0.0657546566427784,0.0,0,0
AgencyID,prospect_g,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.013482846081965,0.0,0.0705416651173078,0.0,0,0
AgencyID,prospect_nmbrcrdtcrds,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0014684287812041,0.0,0.0692324517619383,0.0,0,0
City,prospect_gncd,0.0,0.0,0.0,0.0,0.48,1.0,0.0,0.0,0.8010946469096248,0.0,0.0621366070289397,0.0,0,0
City,prospect_ct,0.0,0.0,0.0,0.0,0.7214814814814816,1.0,0.995747653751822,0.0,0.0453257790368272,0.0,0.0634766254044355,0.0,1,1
City,prospect_ddrssln2,0.0,0.0,0.0,0.0,0.4133333333333333,1.0,0.0,0.0,0.8433108487914559,0.0,0.0602222950639457,0.0,0,0
City,prospect_crdtrtng,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0918180303282786,0.0,0.0596938973156749,0.0,0,0
City,prospect_wnrrntflg,0.0,0.0,0.0,0.0,0.4543589743589744,1.0,0.0,0.0,0.0004999166805532,0.0,0.0598524847979809,0.0,0,0
City,prospect_ncm,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.8512056737588652,0.0,0.0622363428941826,0.0,0,0
City,prospect_frstnm,0.0,0.0,0.0,0.0,0.4666666666666667,1.0,0.0,0.0,0.8010946469096248,0.0,0.0610786977851272,0.0,0,0
City,prospect_nmbrchldrn,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0009998333611064,0.0,0.0589864341981772,0.0,0,0
City,prospect_ntwrth,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.8498796204503611,0.0,0.0605503000368565,0.0,1,0
City,prospect_mddlntl,0.0,0.0,0.0,0.0,0.4618181818181818,1.0,0.0,0.0,0.0086652224629228,0.0,0.0606290863565069,0.0,0,0
City,prospect_mplr,0.0,0.0,0.0,0.0,0.4133333333333333,1.0,0.9816639792667236,0.0,0.1664722546242293,0.0,0.0621366070289397,0.0,0,0
City,prospect_cntr,0.0,0.0,0.0,0.0,0.5733333333333333,1.0,0.0,0.0,0.0003332777870354,0.0,0.0621366070289397,0.0,1,0
City,prospect_phn,0.0,0.0,0.0,0.0,0.4133333333333333,1.0,0.0,0.0,0.8436665260790103,1.0,0.0627647406424534,0.0,1,0
