,instance,candName,targName,conf,realConf
0,"1, comaInst",Fiscal year,miller2_FisY,0.11886066,1
1,"1, comaInst",Fiscal year,miller2_TrDevel,0.0,0
2,"1, comaInst",Fiscal year,miller2_Bio,0.0,0
3,"1, comaInst",Fiscal year,miller2_UrIss,0.0,0
4,"1, comaInst",Fiscal year,miller2_ChiIss,0.0,0
5,"1, comaInst",Fiscal year,miller2_YoIss,0.0,0
6,"1, comaInst",Fiscal year,miller2_IndiIs,0.0,0
7,"1, comaInst",Fiscal year,miller2_DisabIss,0.0,0
8,"1, comaInst",Fiscal year,miller2_ICTAATFDeve,0.0,0
9,"1, comaInst",Fiscal year,miller2_KnoFDevel,0.0,0
10,"1, comaInst",Fiscal year,miller2_GeEq,0.0,0
11,"1, comaInst",Fiscal year,miller2_OrganiID,0.0,0
12,"1, comaInst",Fiscal year,miller2_OrgNa,0.0,0
13,"1, comaInst",Fiscal year,miller2_OrgaTy,0.0,0
14,"1, comaInst",Fiscal year,miller2_OrganiCla,0.0,0
15,"1, comaInst",Fiscal year,miller2_OrgS,0.0,0
16,"1, comaInst",Fiscal year,miller2_ContiID,0.0,0
17,"1, comaInst",Fiscal year,miller2_ContiN,0.0,0
18,"1, comaInst",Fiscal year,miller2_ProBroCoID,0.0,0
19,"1, comaInst",Fiscal year,miller2_CouRegID,0.0,0
20,"1, comaInst",Fiscal year,miller2_CouRegN,0.0,0
21,"1, comaInst",Fiscal year,miller2_CounRegPerc,0.0,0
22,"1, comaInst",Fiscal year,miller2_SecID,0.0,0
23,"1, comaInst",Fiscal year,miller2_SeN,0.0,0
24,"1, comaInst",Fiscal year,miller2_SecPerc,0.0,0
25,"1, comaInst",Fiscal year,miller2_AmSpe,0.0,0
26,"1, comaInst",Project number,miller2_FisY,0.0,0
27,"1, comaInst",Project number,miller2_TrDevel,0.0,0
28,"1, comaInst",Project number,miller2_Bio,0.0,0
29,"1, comaInst",Project number,miller2_UrIss,0.0,0
30,"1, comaInst",Project number,miller2_ChiIss,0.0,0
31,"1, comaInst",Project number,miller2_YoIss,0.0,0
32,"1, comaInst",Project number,miller2_IndiIs,0.0,0
33,"1, comaInst",Project number,miller2_DisabIss,0.0,0
34,"1, comaInst",Project number,miller2_ICTAATFDeve,0.0,0
35,"1, comaInst",Project number,miller2_KnoFDevel,0.0,0
36,"1, comaInst",Project number,miller2_GeEq,0.0,0
37,"1, comaInst",Project number,miller2_OrganiID,0.0,0
38,"1, comaInst",Project number,miller2_OrgNa,0.0,0
39,"1, comaInst",Project number,miller2_OrgaTy,0.0,0
40,"1, comaInst",Project number,miller2_OrganiCla,0.0,0
41,"1, comaInst",Project number,miller2_OrgS,0.0,0
42,"1, comaInst",Project number,miller2_ContiID,0.0,0
43,"1, comaInst",Project number,miller2_ContiN,0.0,0
44,"1, comaInst",Project number,miller2_ProBroCoID,0.0,0
45,"1, comaInst",Project number,miller2_CouRegID,0.0,0
46,"1, comaInst",Project number,miller2_CouRegN,0.0,0
47,"1, comaInst",Project number,miller2_CounRegPerc,0.0,0
48,"1, comaInst",Project number,miller2_SecID,0.0,0
49,"1, comaInst",Project number,miller2_SeN,0.0,0
50,"1, comaInst",Project number,miller2_SecPerc,0.0,0
51,"1, comaInst",Project number,miller2_AmSpe,0.0,0
52,"1, comaInst",Status,miller2_FisY,0.0,0
53,"1, comaInst",Status,miller2_TrDevel,0.0,0
54,"1, comaInst",Status,miller2_Bio,0.0,0
55,"1, comaInst",Status,miller2_UrIss,0.0,0
56,"1, comaInst",Status,miller2_ChiIss,0.0,0
57,"1, comaInst",Status,miller2_YoIss,0.0,0
58,"1, comaInst",Status,miller2_IndiIs,0.0,0
59,"1, comaInst",Status,miller2_DisabIss,0.0,0
60,"1, comaInst",Status,miller2_ICTAATFDeve,0.0,0
61,"1, comaInst",Status,miller2_KnoFDevel,0.0,0
62,"1, comaInst",Status,miller2_GeEq,0.0,0
63,"1, comaInst",Status,miller2_OrganiID,0.0,0
64,"1, comaInst",Status,miller2_OrgNa,0.0,0
65,"1, comaInst",Status,miller2_OrgaTy,0.0,0
66,"1, comaInst",Status,miller2_OrganiCla,0.0,0
67,"1, comaInst",Status,miller2_OrgS,0.13621517,0
68,"1, comaInst",Status,miller2_ContiID,0.0,0
69,"1, comaInst",Status,miller2_ContiN,0.0,0
70,"1, comaInst",Status,miller2_ProBroCoID,0.0,0
71,"1, comaInst",Status,miller2_CouRegID,0.0,0
72,"1, comaInst",Status,miller2_CouRegN,0.0,0
73,"1, comaInst",Status,miller2_CounRegPerc,0.0,0
74,"1, comaInst",Status,miller2_SecID,0.0,0
75,"1, comaInst",Status,miller2_SeN,0.0,0
76,"1, comaInst",Status,miller2_SecPerc,0.0,0
77,"1, comaInst",Status,miller2_AmSpe,0.0,0
78,"1, comaInst",Maximum CIDA contribution (project-level),miller2_FisY,0.0,0
79,"1, comaInst",Maximum CIDA contribution (project-level),miller2_TrDevel,0.0,0
80,"1, comaInst",Maximum CIDA contribution (project-level),miller2_Bio,0.0,0
81,"1, comaInst",Maximum CIDA contribution (project-level),miller2_UrIss,0.0,0
82,"1, comaInst",Maximum CIDA contribution (project-level),miller2_ChiIss,0.0,0
83,"1, comaInst",Maximum CIDA contribution (project-level),miller2_YoIss,0.0,0
84,"1, comaInst",Maximum CIDA contribution (project-level),miller2_IndiIs,0.0,0
85,"1, comaInst",Maximum CIDA contribution (project-level),miller2_DisabIss,0.0,0
86,"1, comaInst",Maximum CIDA contribution (project-level),miller2_ICTAATFDeve,0.0,0
87,"1, comaInst",Maximum CIDA contribution (project-level),miller2_KnoFDevel,0.0,0
88,"1, comaInst",Maximum CIDA contribution (project-level),miller2_GeEq,0.0,0
89,"1, comaInst",Maximum CIDA contribution (project-level),miller2_OrganiID,0.0,0
90,"1, comaInst",Maximum CIDA contribution (project-level),miller2_OrgNa,0.0,0
91,"1, comaInst",Maximum CIDA contribution (project-level),miller2_OrgaTy,0.0,0
92,"1, comaInst",Maximum CIDA contribution (project-level),miller2_OrganiCla,0.0,0
93,"1, comaInst",Maximum CIDA contribution (project-level),miller2_OrgS,0.0,0
94,"1, comaInst",Maximum CIDA contribution (project-level),miller2_ContiID,0.0,0
95,"1, comaInst",Maximum CIDA contribution (project-level),miller2_ContiN,0.0,0
96,"1, comaInst",Maximum CIDA contribution (project-level),miller2_ProBroCoID,0.0,0
97,"1, comaInst",Maximum CIDA contribution (project-level),miller2_CouRegID,0.0,0
98,"1, comaInst",Maximum CIDA contribution (project-level),miller2_CouRegN,0.0,0
99,"1, comaInst",Maximum CIDA contribution (project-level),miller2_CounRegPerc,0.0,0
100,"1, comaInst",Maximum CIDA contribution (project-level),miller2_SecID,0.0,0
101,"1, comaInst",Maximum CIDA contribution (project-level),miller2_SeN,0.0,0
102,"1, comaInst",Maximum CIDA contribution (project-level),miller2_SecPerc,0.0,0
103,"1, comaInst",Maximum CIDA contribution (project-level),miller2_AmSpe,0.0,0
104,"1, comaInst",Branch ID,miller2_FisY,0.0,0
105,"1, comaInst",Branch ID,miller2_TrDevel,0.0,0
106,"1, comaInst",Branch ID,miller2_Bio,0.0,0
107,"1, comaInst",Branch ID,miller2_UrIss,0.0,0
108,"1, comaInst",Branch ID,miller2_ChiIss,0.0,0
109,"1, comaInst",Branch ID,miller2_YoIss,0.0,0
110,"1, comaInst",Branch ID,miller2_IndiIs,0.0,0
111,"1, comaInst",Branch ID,miller2_DisabIss,0.0,0
112,"1, comaInst",Branch ID,miller2_ICTAATFDeve,0.0,0
113,"1, comaInst",Branch ID,miller2_KnoFDevel,0.0,0
114,"1, comaInst",Branch ID,miller2_GeEq,0.0,0
115,"1, comaInst",Branch ID,miller2_OrganiID,0.0,0
116,"1, comaInst",Branch ID,miller2_OrgNa,0.0,0
117,"1, comaInst",Branch ID,miller2_OrgaTy,0.0,0
118,"1, comaInst",Branch ID,miller2_OrganiCla,0.0,0
119,"1, comaInst",Branch ID,miller2_OrgS,0.0,0
120,"1, comaInst",Branch ID,miller2_ContiID,0.0,0
121,"1, comaInst",Branch ID,miller2_ContiN,0.0,0
122,"1, comaInst",Branch ID,miller2_ProBroCoID,0.0,0
123,"1, comaInst",Branch ID,miller2_CouRegID,0.0,0
124,"1, comaInst",Branch ID,miller2_CouRegN,0.0,0
125,"1, comaInst",Branch ID,miller2_CounRegPerc,0.0,0
126,"1, comaInst",Branch ID,miller2_SecID,0.0,0
127,"1, comaInst",Branch ID,miller2_SeN,0.0,0
128,"1, comaInst",Branch ID,miller2_SecPerc,0.0,0
129,"1, comaInst",Branch ID,miller2_AmSpe,0.0,0
130,"1, comaInst",Branch name,miller2_FisY,0.0,0
131,"1, comaInst",Branch name,miller2_TrDevel,0.0,0
132,"1, comaInst",Branch name,miller2_Bio,0.0,0
133,"1, comaInst",Branch name,miller2_UrIss,0.0,0
134,"1, comaInst",Branch name,miller2_ChiIss,0.0,0
135,"1, comaInst",Branch name,miller2_YoIss,0.0,0
136,"1, comaInst",Branch name,miller2_IndiIs,0.0,0
137,"1, comaInst",Branch name,miller2_DisabIss,0.0,0
138,"1, comaInst",Branch name,miller2_ICTAATFDeve,0.0,0
139,"1, comaInst",Branch name,miller2_KnoFDevel,0.0,0
140,"1, comaInst",Branch name,miller2_GeEq,0.0,0
141,"1, comaInst",Branch name,miller2_OrganiID,0.0,0
142,"1, comaInst",Branch name,miller2_OrgNa,0.0,0
143,"1, comaInst",Branch name,miller2_OrgaTy,0.0,0
144,"1, comaInst",Branch name,miller2_OrganiCla,0.0,0
145,"1, comaInst",Branch name,miller2_OrgS,0.0,0
146,"1, comaInst",Branch name,miller2_ContiID,0.0,0
147,"1, comaInst",Branch name,miller2_ContiN,0.13436896,0
148,"1, comaInst",Branch name,miller2_ProBroCoID,0.0,0
149,"1, comaInst",Branch name,miller2_CouRegID,0.0,0
150,"1, comaInst",Branch name,miller2_CouRegN,0.0,0
151,"1, comaInst",Branch name,miller2_CounRegPerc,0.0,0
152,"1, comaInst",Branch name,miller2_SecID,0.0,0
153,"1, comaInst",Branch name,miller2_SeN,0.0,0
154,"1, comaInst",Branch name,miller2_SecPerc,0.0,0
155,"1, comaInst",Branch name,miller2_AmSpe,0.0,0
156,"1, comaInst",Division ID,miller2_FisY,0.0,0
157,"1, comaInst",Division ID,miller2_TrDevel,0.0,0
158,"1, comaInst",Division ID,miller2_Bio,0.0,0
159,"1, comaInst",Division ID,miller2_UrIss,0.0,0
160,"1, comaInst",Division ID,miller2_ChiIss,0.0,0
161,"1, comaInst",Division ID,miller2_YoIss,0.0,0
162,"1, comaInst",Division ID,miller2_IndiIs,0.0,0
163,"1, comaInst",Division ID,miller2_DisabIss,0.0,0
164,"1, comaInst",Division ID,miller2_ICTAATFDeve,0.0,0
165,"1, comaInst",Division ID,miller2_KnoFDevel,0.0,0
166,"1, comaInst",Division ID,miller2_GeEq,0.0,0
167,"1, comaInst",Division ID,miller2_OrganiID,0.0,0
168,"1, comaInst",Division ID,miller2_OrgNa,0.0,0
169,"1, comaInst",Division ID,miller2_OrgaTy,0.0,0
170,"1, comaInst",Division ID,miller2_OrganiCla,0.0,0
171,"1, comaInst",Division ID,miller2_OrgS,0.0,0
172,"1, comaInst",Division ID,miller2_ContiID,0.0,0
173,"1, comaInst",Division ID,miller2_ContiN,0.0,0
