,instance,candName,targName,conf,realConf
0,"1, comaInst",Fiscal year,Fiscal year,0.65485084,1
1,"1, comaInst",Fiscal year,Trade development (marker),0.0,0
2,"1, comaInst",Fiscal year,Biodiversity (marker),0.0,0
3,"1, comaInst",Fiscal year,Urban issues (marker),0.0,0
4,"1, comaInst",Fiscal year,Children issues (marker),0.0,0
5,"1, comaInst",Fiscal year,Youth issues (marker),0.0,0
6,"1, comaInst",Fiscal year,Indigenous issues (marker),0.0,0
7,"1, comaInst",Fiscal year,Disability issues (marker),0.0,0
8,"1, comaInst",Fiscal year,ICT as a tool for development (marker),0.0,0
9,"1, comaInst",Fiscal year,Knowledge for development (marker),0.0,0
10,"1, comaInst",Fiscal year,Gender equality (marker),0.0,0
11,"1, comaInst",Fiscal year,Organisation ID,0.0,0
12,"1, comaInst",Fiscal year,Organisation name,0.0,0
13,"1, comaInst",Fiscal year,Organisation type,0.0,0
14,"1, comaInst",Fiscal year,Organisation class,0.0,0
15,"1, comaInst",Fiscal year,Organisation sub-class,0.0,0
16,"1, comaInst",Fiscal year,Continent ID,0.0,0
17,"1, comaInst",Fiscal year,Continent name,0.0,0
18,"1, comaInst",Fiscal year,Project Browser country ID,0.0,0
19,"1, comaInst",Fiscal year,CountryRegion ID,0.0,0
20,"1, comaInst",Fiscal year,CountryRegion name,0.0,0
21,"1, comaInst",Fiscal year,CountryRegion percent,0.0,0
22,"1, comaInst",Fiscal year,Sector ID,0.0,0
23,"1, comaInst",Fiscal year,Sector name,0.0,0
24,"1, comaInst",Fiscal year,Sector percent,0.0,0
25,"1, comaInst",Fiscal year,Amount spent,0.0,0
26,"1, comaInst",Project number,Fiscal year,0.0,0
27,"1, comaInst",Project number,Trade development (marker),0.0,0
28,"1, comaInst",Project number,Biodiversity (marker),0.0,0
29,"1, comaInst",Project number,Urban issues (marker),0.0,0
30,"1, comaInst",Project number,Children issues (marker),0.0,0
31,"1, comaInst",Project number,Youth issues (marker),0.0,0
32,"1, comaInst",Project number,Indigenous issues (marker),0.0,0
33,"1, comaInst",Project number,Disability issues (marker),0.0,0
34,"1, comaInst",Project number,ICT as a tool for development (marker),0.0,0
35,"1, comaInst",Project number,Knowledge for development (marker),0.0,0
36,"1, comaInst",Project number,Gender equality (marker),0.0,0
37,"1, comaInst",Project number,Organisation ID,0.0,0
38,"1, comaInst",Project number,Organisation name,0.0,0
39,"1, comaInst",Project number,Organisation type,0.0,0
40,"1, comaInst",Project number,Organisation class,0.0,0
41,"1, comaInst",Project number,Organisation sub-class,0.0,0
42,"1, comaInst",Project number,Continent ID,0.0,0
