sourceName,targName,ComaInstResult,ComaInstAdjusted,ComaOpt,ComaOptAdjusted,CupidResult,CupidAdjusted,DistributionBasedResult,DistributionBasedAdjusted,JaccardLevenMatcherResult,JaccardLevenMatcherAdjusted,SimilarityFloodingResult,SimilarityFloodingAdjusted,groundtruth
AgencyID,AgeID,0.43496576,0.0,0.5380795,0.0,0.8400000000000001,1.0,0.9896329018496116,0.0,0.5,0.0,0.0942717138421896,0.0,1
AgencyID,LaNa,0.0,0.0,0.0,0.0,0.6830769230769231,1.0,0.0,0.0,0.5,0.0,0.0406340679130876,0.0,0
AgencyID,FirNa,0.0,0.0,0.0,0.0,0.4323936932632585,1.0,0.0,0.0,0.5,0.0,0.0406340679130876,0.0,0
AgencyID,MidInit,0.0,0.0,0.0,0.0,0.4333333333333333,1.0,0.0,0.0,0.0034708316646642,0.0,0.0499312598741319,0.0,0
AgencyID,Gen,0.0,0.0,0.0,0.0,0.5255411255411255,1.0,0.0,0.0,0.0026698705112802,0.0,0.0659900459886631,0.0,0
AgencyID,AdL1,0.0,0.0,0.0,0.0,0.4441558441558442,1.0,0.0,0.0,0.4727005740221599,1.0,0.052255557864393,0.0,0
AgencyID,AdLi2,0.0,0.0,0.0,0.0,0.5241558441558442,1.0,0.0,0.0,0.4749699639567481,0.0,0.051361597098908,0.0,0
AgencyID,PoC,0.0,0.0,0.0,0.0,0.7155555555555555,1.0,0.0,0.0,0.4776398344680283,0.0,0.0406340679130876,0.0,0
AgencyID,C,0.0,0.0,0.0,0.0,0.5022222222222222,1.0,0.0,0.0,0.0181551194767053,0.0,0.0406340679130876,0.0,0
AgencyID,Sta,0.0,0.0,0.0,0.0,0.3185185185185185,1.0,0.0,0.0,0.0040715525297023,0.0,0.0406340679130876,0.0,0
AgencyID,Coun,0.0,0.0,0.0,0.0,0.3066666666666666,1.0,0.0,0.0,0.000133493525564,0.0,0.052255557864393,0.0,0
AgencyID,Pho,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.4747697236684021,1.0,0.0406340679130876,0.0,0
AgencyID,Inc,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.4705646776131357,0.0,0.0655489265069025,0.0,0
AgencyID,NumCa,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.000400480576692,0.0,0.040192948431327,0.0,0
AgencyID,NuChi,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.000400480576692,0.0,0.040192948431327,0.0,0
AgencyID,MariSt,0.0,0.0,0.0,0.0,0.3763157894736842,1.0,0.0,0.0,0.00033373381391,0.0,0.0406340679130876,0.0,0
AgencyID,Ag,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0067414230409825,0.0,0.06808452431446,0.0,0
AgencyID,CreRa,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0367774662928847,0.0,0.0509204776171474,0.0,0
AgencyID,OOReF,0.0,0.0,0.0,0.0,0.4552036199095022,1.0,0.0,0.0,0.000200240288346,0.0,0.051361597098908,0.0,0
AgencyID,Em,0.0,0.0,0.0,0.0,0.4488888888888889,1.0,0.0,0.0,0.066680016019223,0.0,0.0406340679130876,0.0,0
AgencyID,NumCrCar,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.000734214390602,0.0,0.040192948431327,0.0,0
AgencyID,NeWor,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.4712988920037378,0.0,0.0509204776171474,0.0,0
LastName,AgeID,0.0,0.0,0.0,0.0,0.5657142857142858,1.0,0.0,0.0,0.5110171225868068,0.0,0.051361597098908,0.0,0
LastName,LaNa,0.268075,0.0,0.32682168,0.0,0.6631578947368422,1.0,0.9957222372967856,1.0,0.5110171225868068,0.0,0.0871200277183093,0.0,1
LastName,FirNa,0.0,0.0,0.0,0.0,0.607965367965368,1.0,0.0,0.0,0.5110171225868068,0.0,0.0620891262847284,0.0,0
LastName,MidInit,0.0,0.0,0.0,0.0,0.55,1.0,0.0,0.0,0.0035473088205198,0.0,0.0499312598741319,0.0,0
LastName,Gen,0.0,0.0,0.0,0.0,0.5936507936507937,1.0,0.0,0.0,0.0027286990927075,0.0,0.0533120569508753,0.0,0
LastName,AdL1,0.0,0.0,0.0,0.0,0.5952380952380953,1.0,0.0,0.0,0.483116174363872,1.0,0.052255557864393,0.0,0
LastName,AdLi2,0.0,0.0,0.0,0.0,0.5857142857142856,1.0,0.0,0.0,0.4854355685926734,0.0,0.051361597098908,0.0,0
LastName,PoC,0.0,0.0,0.0,0.0,0.704029304029304,1.0,0.0,0.0,0.488164267685381,0.0,0.0406340679130876,0.0,0
LastName,C,0.0,0.0,0.0,0.0,0.7196581196581195,1.0,0.0,0.0,0.0185551538304113,0.0,0.0406340679130876,0.0,0
LastName,Sta,0.0,0.0,0.0,0.0,0.5809523809523809,1.0,0.0,0.0,0.004161266116379,0.0,0.0659900459886631,0.0,0
LastName,Coun,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0001364349546353,0.0,0.0406340679130876,0.0,0
LastName,Pho,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.4852309161607204,1.0,0.0406340679130876,0.0,0
LastName,Inc,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.480933215089706,0.0,0.040192948431327,0.0,0
LastName,NumCa,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0004093048639061,0.0,0.0616480068029678,0.0,0
LastName,NuChi,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0004093048639061,0.0,0.0509204776171474,0.0,0
LastName,MariSt,0.0,0.0,0.0,0.0,0.7066666666666668,1.0,0.0,0.0,0.0003410873865884,0.0,0.0605566221153255,0.0,0
LastName,Ag,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0068899652090865,0.0,0.040192948431327,0.0,0
LastName,CreRa,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0375878300020465,0.0,0.0509204776171474,0.0,0
LastName,OOReF,0.0,0.0,0.0,0.0,0.5897435897435896,1.0,0.0,0.0,0.000204652431953,0.0,0.051361597098908,0.0,0
LastName,Em,0.0,0.0,0.0,0.0,0.6630036630036631,1.0,0.0,0.0,0.0681492598403711,0.0,0.0545798558546541,0.0,0
LastName,NumCrCar,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0007503922504945,0.0,0.0576251833582851,0.0,0
LastName,NeWor,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.4816836073402005,0.0,0.0616480068029678,0.0,0
