sourceName,targName,ComaInstResult,ComaInstAdjusted,ComaOpt,ComaOptAdjusted,CupidResult,CupidAdjusted,DistributionBasedResult,DistributionBasedAdjusted,JaccardLevenMatcherResult,JaccardLevenMatcherAdjusted,SimilarityFloodingResult,SimilarityFloodingAdjusted,groundtruth
AgencyID,prospect_AgeID,0.20649865,0.0,0.2516298,0.0,0.8129230769230771,1.0,0.0,0.0,0.6666963332146671,0.0,0.0692240895982606,0.0,1
AgencyID,prospect_LNa,0.0,0.0,0.0,0.0,0.5879577677224737,1.0,0.0,0.0,0.6666963332146671,0.0,0.0522393835042924,0.0,0
AgencyID,prospect_FirN,0.0,0.0,0.0,0.0,0.5919706959706961,1.0,0.0,0.0,0.6666963332146671,0.0,0.0516039013034976,0.0,0
AgencyID,prospect_MiIni,0.0,0.0,0.0,0.0,0.774905982905983,1.0,0.0,0.0,0.004627981488074,0.0,0.0570921566739976,0.0,0
AgencyID,prospect_Gen,0.0,0.0,0.0,0.0,0.6385347985347987,1.0,0.0,0.0,0.0035599857600569,0.0,0.0522393835042924,0.0,0
AgencyID,prospect_AddL1,0.0,0.0,0.0,0.0,0.5575505279034692,1.0,0.0,0.0,0.6302954788180847,1.0,0.0510261902118661,0.0,0
AgencyID,prospect_AddLi2,0.0,0.0,0.0,0.0,0.6215505279034691,1.0,0.0,0.0,0.6333214667141331,0.0,0.0504987148673329,0.0,0
AgencyID,prospect_PoCo,0.0,0.0,0.0,0.0,0.8709059829059829,1.0,0.0,0.0,0.6368814524741901,0.0,0.0516039013034976,0.0,0
AgencyID,prospect_Ci,0.0,0.0,0.0,0.0,0.6143589743589744,1.0,0.0,0.0,0.0242079031683873,0.0,0.0529417585683286,0.0,0
AgencyID,prospect_Sta,0.0,0.0,0.0,0.0,0.5972649572649573,1.0,0.0,0.0,0.0054289782840868,0.0,0.0522393835042924,0.0,0
AgencyID,prospect_Coun,0.0,0.0,0.0,0.0,0.5928205128205128,1.0,0.0,0.0,0.0001779992880028,0.0,0.0516039013034976,0.0,0
AgencyID,prospect_Pho,0.0,0.0,0.0,0.0,0.5528205128205128,1.0,0.0,0.0,0.6330544677821289,1.0,0.0522393835042924,0.0,0
AgencyID,prospect_In,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.6274474902100392,0.0,0.0595573202155162,0.0,0
AgencyID,prospect_NumC,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0005339978640085,0.0,0.0511957123103224,0.0,0
AgencyID,prospect_NuCh,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0005339978640085,0.0,0.0511957123103224,0.0,0
AgencyID,prospect_MaSt,0.0,0.0,0.0,0.0,0.5528205128205128,1.0,0.0,0.0,0.0004449982200071,0.0,0.0516039013034976,0.0,0
AgencyID,prospect_Ag,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0089889640441438,0.0,0.0525335695751534,0.0,0
AgencyID,prospect_CrRat,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0490388038447846,0.0,0.0506180012186908,0.0,0
AgencyID,prospect_OORFl,0.0,0.0,0.0,0.0,0.684923076923077,1.0,0.0,0.0,0.0002669989320042,0.0,0.0510261902118661,0.0,0
AgencyID,prospect_Emp,0.0,0.0,0.0,0.0,0.5972649572649573,1.0,0.0,0.0,0.0889106443574225,0.0,0.0522393835042924,0.0,0
AgencyID,prospect_NuCreCar,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.0009789960840156,0.0,0.0491621692677793,0.0,0
AgencyID,prospect_NWor,0.0,0.0,0.0,0.0,0.0333333333333333,1.0,0.0,0.0,0.6284264862940548,0.0,0.0511957123103224,0.0,0
LastName,prospect_AgeID,0.0,0.0,0.0,0.0,0.6462222222222223,1.0,0.0,0.0,0.6864290295977274,0.0,0.0570921566739976,0.0,0
LastName,prospect_LNa,0.0,0.0,0.0,0.0,0.7607619047619048,1.0,0.0,0.0,0.6864290295977274,0.0,0.0655845097209817,0.0,1
LastName,prospect_FirN,0.0,0.0,0.0,0.0,0.7272380952380952,1.0,0.0,0.0,0.6864290295977274,0.0,0.0579587233114449,0.0,0
LastName,prospect_MiIni,0.0,0.0,0.0,0.0,0.6952380952380952,1.0,0.0,0.0,0.0047649592229451,0.0,0.0510261902118661,0.0,0
LastName,prospect_Gen,0.0,0.0,0.0,0.0,0.692063492063492,1.0,0.0,0.0,0.0036653532484193,0.0,0.058911946612637,0.0,0
